	Systematic.name	cluster	cluster.size	coord
Cell division protein FtsL	Cell division protein FtsL	6	187	-0.0207225198895259
DNA-binding heavy metal response regulator	DNA-binding heavy metal response regulator	6	187	-0.0150342368424631
FIG015094: hypothetical protein	FIG015094: hypothetical protein	6	187	-0.0232891628695911
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	6	187	-0.0172760471856661
Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	6	187	-0.0184478968726021
HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)	HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)	6	187	-0.0205761446938273
Integral membrane protein LafC, accessory function in glycolipid and LTA synthesis	Integral membrane protein LafC, accessory function in glycolipid and LTA synthesis	6	187	-0.0177972900717237
Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	6	187	-0.0219409139019054
Phosphate regulon transcriptional regulatory protein PhoB	Phosphate regulon transcriptional regulatory protein PhoB	6	187	-0.0205726717685325
Putative pheromone cAM373 precursor lipoprotein CamS	Putative pheromone cAM373 precursor lipoprotein CamS	6	187	-0.0216428602929667
Small protein similar to cysteinyl-tRNA synthetase	Small protein similar to cysteinyl-tRNA synthetase	6	187	-0.0195058151490978
Trehalose phosphorylase (EC 2.4.1.64)	Trehalose phosphorylase (EC 2.4.1.64)	6	187	-0.0148114493874204
UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)	6	187	-0.0214415301776282
Zn-dependent hydrolase, RNA-metabolising, CPSF 73 kDa analog	Zn-dependent hydrolase, RNA-metabolising, CPSF 73 kDa analog	6	187	-0.0205112944096338
ATP synthase A chain (EC 3.6.3.14)	ATP synthase A chain (EC 3.6.3.14)	6	187	-0.00666144069943592
COG0536: GTP-binding protein Obg	COG0536: GTP-binding protein Obg	6	187	-0.00830269925781532
DNA repair exonuclease family protein YhaO	DNA repair exonuclease family protein YhaO	6	187	-0.0108779660310702
FIG000557: hypothetical protein co-occurring with RecR	FIG000557: hypothetical protein co-occurring with RecR	6	187	-0.00961080891065452
Putative Holliday junction resolvase (EC 3.1.-.-)	Putative Holliday junction resolvase (EC 3.1.-.-)	6	187	-0.00694181508791381
Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1	Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1	6	187	-0.0243381521470345
Cell division protein YlmG/Ycf19 (putative), YggT family	Cell division protein YlmG/Ycf19 (putative), YggT family	6	187	-0.0245200213349566
Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2 (as in PMID19099556)	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2 (as in PMID19099556)	6	187	-0.0237216048454175
Chromosome replication initiation protein dnaD	Chromosome replication initiation protein dnaD	6	187	-0.0244989927389405
D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13)	D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13)	6	187	-0.0246577581230781
D-alanyl transfer protein DltB	D-alanyl transfer protein DltB	6	187	-0.0261967927462555
DNA replication intiation control protein YabA	DNA replication intiation control protein YabA	6	187	-0.0234351079416017
DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	6	187	-0.0196348395073355
Foldase clustered with pyrimidine conversion	Foldase clustered with pyrimidine conversion	6	187	-0.0245294739972516
Glycosyltransferase LafB, responsible for the formation of Gal-Glc-DAG	Glycosyltransferase LafB, responsible for the formation of Gal-Glc-DAG	6	187	-0.0200273820546445
Hydrolase in cluster with beta-lactamase (HAD superfamily)	Hydrolase in cluster with beta-lactamase (HAD superfamily)	6	187	-0.0217811452834921
Hypothetical protein SAV1839	Hypothetical protein SAV1839	6	187	-0.025519437739684
Late competence protein ComEC, DNA transport	Late competence protein ComEC, DNA transport	6	187	-0.020763727289837
Lipoteichoic acid synthase LtaS Type IIb	Lipoteichoic acid synthase LtaS Type IIb	6	187	-0.0218168682680716
Multidrug efflux transporter MdtP	Multidrug efflux transporter MdtP	6	187	-0.0223436886412963
Poly(glycerophosphate chain) D-alanine transfer protein DltD	Poly(glycerophosphate chain) D-alanine transfer protein DltD	6	187	-0.0261583747441366
Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	6	187	-0.0247561729456096
D-serine/D-alanine/glycine transporter	D-serine/D-alanine/glycine transporter	6	187	-0.0122375891554232
Dihydroxyacetone kinase family protein	Dihydroxyacetone kinase family protein	6	187	-0.0179979645877091
Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type	Similar to ribosomal large subunit pseudouridine synthase D, Bacillus subtilis YhcT type	6	187	-0.0168748712996703
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	6	187	-0.0147694848741494
Lipoteichoic acid synthase LtaS Type IIa	Lipoteichoic acid synthase LtaS Type IIa	6	187	-0.0184878874745198
Pantothenate kinase (EC 2.7.1.33)	Pantothenate kinase (EC 2.7.1.33)	6	187	-0.0155140982853833
Protein of unknown function DUF1447	Protein of unknown function DUF1447	6	187	-0.0171121264590542
Recombination protein RecU	Recombination protein RecU	6	187	-0.0189284337667518
Site-specific tyrosine recombinase	Site-specific tyrosine recombinase	6	187	-0.0168310142443779
YjeF protein, C-terminal domain	YjeF protein, C-terminal domain	6	187	-0.0168171926721418
Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)	Spermidine Putrescine ABC transporter permease component PotB (TC 3.A.1.11.1)	6	187	-0.0199212289815068
CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	6	187	-0.0194074799695388
Helicase loader DnaI	Helicase loader DnaI	6	187	-0.0191684596724989
Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)	Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)	6	187	-0.0246979918148097
Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	6	187	-0.0169892185602256
Late competence protein ComEA, DNA receptor	Late competence protein ComEA, DNA receptor	6	187	-0.0201339033471575
Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6)	Purine trans deoxyribosylase (Nucleoside deoxyribosyltransferase-I) (EC 2.4.2.6)	6	187	-0.0238556502398235
Transcriptional regulator SpxA1	Transcriptional regulator SpxA1	6	187	-0.01588155100465
Cell division protein FtsK	Cell division protein FtsK	6	187	-0.00638953705304655
Cell division protein FtsQ	Cell division protein FtsQ	6	187	-0.00931938720600756
Ribosome small subunit-stimulated GTPase EngC	Ribosome small subunit-stimulated GTPase EngC	6	187	-0.00790541625300909
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	6	187	-0.0088559992247202
DNA gyrase subunit A (EC 5.99.1.3)	DNA gyrase subunit A (EC 5.99.1.3)	6	187	-0.00574290747621972
LSU ribosomal protein L2p (L8e)	LSU ribosomal protein L2p (L8e)	6	187	-0.0106447210551335
Peptide chain release factor 1	Peptide chain release factor 1	6	187	-0.00867339609288555
Replicative DNA helicase (EC 3.6.1.-) [SA14-24]	Replicative DNA helicase (EC 3.6.1.-) [SA14-24]	6	187	-0.00925712602035591
Heme efflux system permease HrtB	Heme efflux system permease HrtB	6	187	-0.0280025633728785
DNA recombination and repair protein RecF	DNA recombination and repair protein RecF	6	187	-0.010651653569175
Late competence protein ComGA, access of DNA to ComEA	Late competence protein ComGA, access of DNA to ComEA	6	187	-0.0211368505920313
Glycosyltransferase LafA, responsible for the formation of Glc-DAG	Glycosyltransferase LafA, responsible for the formation of Glc-DAG	6	187	-0.0125064898925041
D-tyrosyl-tRNA(Tyr) deacylase	D-tyrosyl-tRNA(Tyr) deacylase	6	187	-0.00876981678394965
DNA polymerase III alpha subunit (EC 2.7.7.7)	DNA polymerase III alpha subunit (EC 2.7.7.7)	6	187	-0.0153429227420068
DNA repair protein RecN	DNA repair protein RecN	6	187	-0.0145374392771943
Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	6	187	-0.0158830149561899
FIG001802: Putative alkaline-shock protein	FIG001802: Putative alkaline-shock protein	6	187	-0.0173051992882975
Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	6	187	-0.0172446837877677
DNA mismatch repair protein MutS	DNA mismatch repair protein MutS	6	187	-0.00545817221107372
Phosphomevalonate kinase (EC 2.7.4.2)	Phosphomevalonate kinase (EC 2.7.4.2)	6	187	-0.0158235847190018
Segregation and condensation protein B	Segregation and condensation protein B	6	187	-0.0147004595373517
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	6	187	-0.0101706288423249
Uracil-DNA glycosylase, family 1	Uracil-DNA glycosylase, family 1	6	187	-0.0104425443881126
Topoisomerase IV subunit B (EC 5.99.1.-)	Topoisomerase IV subunit B (EC 5.99.1.-)	6	187	-0.0120783419469117
FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type	FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type	6	187	-0.018569635236232
rRNA small subunit methyltransferase I	rRNA small subunit methyltransferase I	6	187	-0.0086962699321397
FIG000859: hypothetical protein	FIG000859: hypothetical protein	6	187	-0.00585840221073728
UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	6	187	-0.00634867486984909
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	6	187	-0.0105640738128361
Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	6	187	-0.0102211609678922
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	6	187	-0.00997058030088981
Phosphoglucosamine mutase (EC 5.4.2.10)	Phosphoglucosamine mutase (EC 5.4.2.10)	6	187	-0.00989092771458697
Segregation and condensation protein A	Segregation and condensation protein A	6	187	-0.00897524677191699
Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	6	187	-0.0199479523525459
Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	6	187	-0.0153931791360889
Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)	6	187	-0.00687200271806803
Rod shape-determining protein MreD	Rod shape-determining protein MreD	6	187	-0.0161747220085815
Phosphate:acyl-ACP acyltransferase PlsX	Phosphate:acyl-ACP acyltransferase PlsX	6	187	-0.0173465316467561
LSU ribosomal protein L11p (L12e)	LSU ribosomal protein L11p (L12e)	6	187	-0.00963144713445821
Recombination protein RecR	Recombination protein RecR	6	187	-0.00823980242658662
SSU ribosomal protein S19p (S15e)	SSU ribosomal protein S19p (S15e)	6	187	-0.00851113281789393
Ribosome-binding factor A	Ribosome-binding factor A	6	187	-0.0101600118793756
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	6	187	-0.00591714666547463
TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)	TrmH family tRNA/rRNA methyltransferase YacO (EC 2.1.1.-)	6	187	-0.0115276697047364
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	6	187	-0.0110805437172791
Protein serine/threonine phosphatase PrpC, regulation of stationary phase	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	6	187	-0.00763561287878704
RecA protein	RecA protein	6	187	-0.00907980821266301
Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	6	187	-0.0185415539715521
Rod shape-determining protein MreC	Rod shape-determining protein MreC	6	187	-0.0109585290179487
Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	6	187	-0.0105092077008816
Ribonuclease M5 (EC 3.1.26.8)	Ribonuclease M5 (EC 3.1.26.8)	6	187	-0.0101263157402449
6-phosphofructokinase (EC 2.7.1.11)	6-phosphofructokinase (EC 2.7.1.11)	6	187	-0.0125885477915424
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	6	187	-0.0140391969533138
6-phosphogluconolactonase (EC 3.1.1.31)	6-phosphogluconolactonase (EC 3.1.1.31)	6	187	-0.0181585333772265
ABC transporter ATP-binding protein uup	ABC transporter ATP-binding protein uup	6	187	-0.0126500290226755
ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	6	187	-0.0143918030038984
Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	6	187	-0.0239724269254132
Adenine phosphoribosyltransferase (EC 2.4.2.7)	Adenine phosphoribosyltransferase (EC 2.4.2.7)	6	187	-0.0114701845447833
ADP-ribose pyrophosphatase (EC 3.6.1.13)	ADP-ribose pyrophosphatase (EC 3.6.1.13)	6	187	-0.012569296806662
Alkaline phosphatase like protein	Alkaline phosphatase like protein	6	187	-0.0104310476592371
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	6	187	-0.0152154340042968
Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	6	187	-0.00762622652567257
Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	6	187	-0.00942183885210201
ATP-dependent RNA helicase YfmL	ATP-dependent RNA helicase YfmL	6	187	-0.0258535623085226
Beta-lactamase class A	Beta-lactamase class A	6	187	-0.0190245876579671
Catabolite control protein A	Catabolite control protein A	6	187	-0.0197981611295788
Cell division protein FtsA	Cell division protein FtsA	6	187	-0.00809330723411391
Chromosomal replication initiator protein DnaA	Chromosomal replication initiator protein DnaA	6	187	-0.00954990606381291
Cobalt-zinc-cadmium resistance protein CzcD	Cobalt-zinc-cadmium resistance protein CzcD	6	187	-0.0119073678231159
COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	6	187	-0.0155482728894856
Cold-shock DEAD-box protein A	Cold-shock DEAD-box protein A	6	187	-0.00552024182084861
ComF operon protein C	ComF operon protein C	6	187	-0.028034840333846
Competence protein CoiA	Competence protein CoiA	6	187	-0.0168755377344418
Deblocking aminopeptidase (EC 3.4.11.-)	Deblocking aminopeptidase (EC 3.4.11.-)	6	187	-0.0177979992061849
Deoxyguanosine kinase (EC 2.7.1.113)	Deoxyguanosine kinase (EC 2.7.1.113)	6	187	-0.014306502735002
Dephospho-CoA kinase (EC 2.7.1.24)	Dephospho-CoA kinase (EC 2.7.1.24)	6	187	-0.00464344887407353
Enolase (EC 4.2.1.11)	Enolase (EC 4.2.1.11)	6	187	-0.00662932788418893
GlpG protein (membrane protein of glp regulon)	GlpG protein (membrane protein of glp regulon)	6	187	-0.0166629919623901
Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)	6	187	-0.0100905968577564
GTP-binding protein TypA/BipA	GTP-binding protein TypA/BipA	6	187	-0.00822780671504132
Heme efflux system ATPase HrtA	Heme efflux system ATPase HrtA	6	187	-0.0294165409645913
Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase	6	187	-0.0127343522904051
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	6	187	-0.0111662059067378
Phosphocarrier protein of PTS system	Phosphocarrier protein of PTS system	6	187	-0.0129127329210334
ThiJ/PfpI family protein	ThiJ/PfpI family protein	6	187	-0.0149530553512215
GTP cyclohydrolase II (EC 3.5.4.25)	GTP cyclohydrolase II (EC 3.5.4.25)	7	4	-0.00210870610600064
Riboflavin synthase alpha chain (EC 2.5.1.9)	Riboflavin synthase alpha chain (EC 2.5.1.9)	7	4	-0.00756107302629519
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)	7	4	0.00121570369009729
Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	7	4	-0.00646589093698224
Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	8	2	0.0267170852989823
Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	Acetoin dehydrogenase E1 component alpha-subunit (EC 1.2.4.-)	8	2	0.0308798884395428
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	9	19	-0.00673889769731613
LSU ribosomal protein L14p (L23e)	LSU ribosomal protein L14p (L23e)	9	19	-0.00900889938647011
LSU ribosomal protein L23p (L23Ae)	LSU ribosomal protein L23p (L23Ae)	9	19	-0.00740374502159701
LSU ribosomal protein L4p (L1e)	LSU ribosomal protein L4p (L1e)	9	19	-0.00761843430994251
LSU ribosomal protein L5p (L11e)	LSU ribosomal protein L5p (L11e)	9	19	-0.00772194010542409
Putative deoxyribonuclease YcfH	Putative deoxyribonuclease YcfH	9	19	-0.00647083908244406
Translation initiation factor 3	Translation initiation factor 3	9	19	-0.00669990924163574
LSU ribosomal protein L16p (L10e)	LSU ribosomal protein L16p (L10e)	9	19	-0.00891521077583779
LSU ribosomal protein L29p (L35e)	LSU ribosomal protein L29p (L35e)	9	19	-0.00902602745167785
SSU ribosomal protein S3p (S3e)	SSU ribosomal protein S3p (S3e)	9	19	-0.00767859384797355
SSU ribosomal protein S5p (S2e)	SSU ribosomal protein S5p (S2e)	9	19	-0.0070515299642741
SSU ribosomal protein S6p	SSU ribosomal protein S6p	9	19	-0.00569778796479985
LSU ribosomal protein L6p (L9e)	LSU ribosomal protein L6p (L9e)	9	19	-0.00705302881109493
Translation elongation factor P	Translation elongation factor P	9	19	-0.00565917223660521
Transcription-repair coupling factor	Transcription-repair coupling factor	9	19	-0.00814838397259732
Adenylate kinase (EC 2.7.4.3)	Adenylate kinase (EC 2.7.4.3)	9	19	-0.00809873039110841
Cell division trigger factor (EC 5.2.1.8)	Cell division trigger factor (EC 5.2.1.8)	9	19	-0.00657891174596352
LSU ribosomal protein L13p (L13Ae)	LSU ribosomal protein L13p (L13Ae)	9	19	-0.00867762509128941
LSU ribosomal protein L30p (L7e)	LSU ribosomal protein L30p (L7e)	9	19	-0.00631183475575235
Ornithine carbamoyltransferase (EC 2.1.3.3)	Ornithine carbamoyltransferase (EC 2.1.3.3)	10	2	-0.00775578216220262
Arginine deiminase (EC 3.5.3.6)	Arginine deiminase (EC 3.5.3.6)	10	2	-0.00499335007216288
Carbamate kinase (EC 2.7.2.2)	Carbamate kinase (EC 2.7.2.2)	11	2	-0.00279165922273093
Arginine/ornithine antiporter ArcD	Arginine/ornithine antiporter ArcD	11	2	-0.00213396082217838
Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)	12	3	-0.0351584180128028
L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)	L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)	12	3	-0.0323392757412069
Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	12	3	-0.038495694616197
Dihydroorotase (EC 3.5.2.3)	Dihydroorotase (EC 3.5.2.3)	13	2	-0.00854900880920881
Aspartate carbamoyltransferase (EC 2.1.3.2)	Aspartate carbamoyltransferase (EC 2.1.3.2)	13	2	-0.00610843346029282
Phosphatidylglycerophosphatase B (EC 3.1.3.27)	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	14	4	-0.0127520226115434
Topoisomerase IV subunit A (EC 5.99.1.-)	Topoisomerase IV subunit A (EC 5.99.1.-)	14	4	-0.00925272083655568
ATP-dependent DNA helicase RecG (EC 3.6.1.-)	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	14	4	-0.0127227210915413
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	14	4	-0.00993616702660771
L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	15	3	-0.00179574911796311
Putative transcriptional regulator of sorbose uptake and utilization genes	Putative transcriptional regulator of sorbose uptake and utilization genes	15	3	-0.00192326525190899
benzoate MFS transporter BenK	benzoate MFS transporter BenK	15	3	-0.00023414281658224
Multiple sugar ABC transporter, ATP-binding protein	Multiple sugar ABC transporter, ATP-binding protein	16	2	-0.0109916631911143
Beta-phosphoglucomutase (EC 5.4.2.6)	Beta-phosphoglucomutase (EC 5.4.2.6)	16	2	-0.011533464818701
Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	17	4	0.00476030494013929
Glutamate transport ATP-binding protein	Glutamate transport ATP-binding protein	17	4	0.00631027911312299
Two-component response regulator YvcP	Two-component response regulator YvcP	17	4	0.00592485178193628
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	17	4	0.00790623133038943
PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	18	2	-0.0415165544221866
Blue copper oxidase CueO precursor	Blue copper oxidase CueO precursor	18	2	-0.047937774510608
FIG004453: protein YceG like	FIG004453: protein YceG like	19	2	0.0113304124057706
Carboxyl-terminal protease (EC 3.4.21.102)	Carboxyl-terminal protease (EC 3.4.21.102)	19	2	0.013910220617929
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	20	5	-0.00535568952353746
Stage 0 sporulation protein J	Stage 0 sporulation protein J	20	5	-0.00661568841149577
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	20	5	-0.00573086836524844
Cell division protein FtsZ (EC 3.4.24.-)	Cell division protein FtsZ (EC 3.4.24.-)	20	5	-0.00644591375294358
GTP-binding and nucleic acid-binding protein YchF	GTP-binding and nucleic acid-binding protein YchF	20	5	-0.00689448012073714
Dihydrodipicolinate synthase (EC 4.2.1.52)	Dihydrodipicolinate synthase (EC 4.2.1.52)	21	2	0.0127504619611129
Dihydrodipicolinate reductase (EC 1.3.1.26)	Dihydrodipicolinate reductase (EC 1.3.1.26)	21	2	0.0128261183391351
GTP-binding protein YqeH, possibly involved in replication initiation	GTP-binding protein YqeH, possibly involved in replication initiation	22	2	-0.0295812822693114
DinG family ATP-dependent helicase YoaA	DinG family ATP-dependent helicase YoaA	22	2	-0.0290259234522742
Mevalonate kinase (EC 2.7.1.36)	Mevalonate kinase (EC 2.7.1.36)	23	2	-0.00975311070951077
Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	23	2	-0.0103847017658398
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	24	4	-0.0274165193899611
YbbL ABC transporter ATP-binding protein	YbbL ABC transporter ATP-binding protein	24	4	-0.026624934232516
Ribonucleotide reduction protein NrdI	Ribonucleotide reduction protein NrdI	24	4	-0.027799142310847
DNA-3-methyladenine glycosylase (EC 3.2.2.20)	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	24	4	-0.0278140270700859
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	25	2	-0.00860928337374079
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	25	2	-0.00760160496144212
Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	26	2	0.0226986533405374
dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	26	2	0.0245648181255475
Excinuclease ABC subunit B	Excinuclease ABC subunit B	27	3	-0.00657873229078274
Recombination inhibitory protein MutS2	Recombination inhibitory protein MutS2	27	3	-0.00943543339742105
Excinuclease ABC subunit A	Excinuclease ABC subunit A	27	3	-0.00711238473637001
Signal peptidase I (EC 3.4.21.89)	Signal peptidase I (EC 3.4.21.89)	28	2	-0.00727545438055199
FIGfam135315: Iojap-related protein	FIGfam135315: Iojap-related protein	28	2	-0.0074403091492739
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	29	2	-0.00697590641098862
Formate--tetrahydrofolate ligase (EC 6.3.4.3)	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	29	2	-0.00715222817013297
Predicted PTS system, galactosamine-specific IIC component (EC 2.7.1.69)	Predicted PTS system, galactosamine-specific IIC component (EC 2.7.1.69)	30	2	-0.00659117192457027
Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	30	2	-0.00108629192859183
NAD-dependent protein deacetylase of SIR2 family	NAD-dependent protein deacetylase of SIR2 family	31	6	-0.0158104591915864
