Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1144464		; Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain			; Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain				; Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase					; Lysozyme subfamily 2		
V1167714	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1296605		; Peptidase M20, dimerisation domain			; Peptidase M20, dimerisation domain				; Peptidase dimerisation domain						; Bacterial exopeptidase dimerisation domain	
V1430821		; Zinc finger, ClpX C4-type			; Zinc finger, ClpX C4-type				; ClpX C4-type zinc finger					; ClpX C4-type zinc finger	; Glucocorticoid receptor-like (DNA-binding domain)	
V1439934		; Elongation factor G, III-V domain	; Elongation Factor G (Translational Gtpase)		; Elongation factor G, III-V domain				; Elongation Factor G, domain II						; EF-G C-terminal domain-like	
V1592981	; Maf_Ham1	; Ham1-like protein; Inosine triphosphate pyrophosphatase-like			; Ham1-like protein; Inosine triphosphate pyrophosphatase-like				; Ham1 family						; ITPase-like	
V1618815		; Gram-positive LPXTG cell wall anchor			; Gram-positive LPXTG cell wall anchor	; consensus disorder prediction			; Gram positive anchor			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1882223		; Phosphofructokinase domain; Phosphofructokinase, conserved site			; Phosphofructokinase domain; Phosphofructokinase, conserved site				; Phosphofructokinase		; Phosphofructokinase signature.				; Phosphofructokinase	
V1882377		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase				; AAA domain						; P-loop containing nucleoside triphosphate hydrolases	
V1000186		; ABC/ECF transporter, transmembrane component			; ABC/ECF transporter, transmembrane component				; Cobalt transport protein							
V1035333	; NT_ClassII-CCAase	; CCA-adding enzyme, C-terminal; CCA-adding enzyme, firmicutes; Poly A polymerase, head domain; tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain	; Beta Polymerase; cca-adding enzyme	; CCA-adding enzyme [cca].	; CCA-adding enzyme, C-terminal; CCA-adding enzyme, firmicutes; Poly A polymerase, head domain; tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain				; Poly A polymerase head domain; Probable RNA and SrmB- binding site of polymerase A; tRNA nucleotidyltransferase domain 2 putative						; Nucleotidyltransferase; Poly A polymerase C-terminal region-like	
V1062644	; PRTases_typeI	; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like			; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like				; Phosphoribosyl transferase domain						; PRTase-like	
V1090584		; Molybdate/tungstate binding, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Transport-associated OB, type 2	; P-loop containing nucleotide triphosphate hydrolases		; Molybdate/tungstate binding, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Transport-associated OB, type 2				; TOBE domain						; P-loop containing nucleoside triphosphate hydrolases; MOP-like	
V1144334		; Amidohydrolase-related; Dihydroorotase, conserved site; Metal-dependent hydrolase; Metal-dependent hydrolase, composite domain	; Metal-dependent hydrolases		; Amidohydrolase-related; Dihydroorotase, conserved site; Metal-dependent hydrolase; Metal-dependent hydrolase, composite domain				; Amidohydrolase family		; Dihydroorotase signature 2.				; Metallo-dependent hydrolases; Composite domain of metallo-dependent hydrolases	
V1197287		; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 2; RNA polymerase, alpha subunit, C-terminal	; Aspartate Aminotransferase; 5' to 3' exonuclease		; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 2; RNA polymerase, alpha subunit, C-terminal				; Aminotransferase class-V; Bacterial RNA polymerase, alpha chain C terminal domain	; RNA POLYMERASE ALPHA DNA-DIRECTED SUBUNIT CHAIN NUCLEOTIDYLTRANSFERASE TRANSFERASE TRANSCRIPTION TRANSCRIPTASE					; C-terminal domain of RNA polymerase alpha subunit; PLP-dependent transferases	
V1209724	; FtsZ_type1	; Cell division protein FtsZ; Cell division protein FtsZ, C-terminal; Cell division protein FtsZ, conserved site; Tubulin/FtsZ, 2-layer sandwich domain; Tubulin/FtsZ, C-terminal; Tubulin/FtsZ, GTPase domain		; Cell division protein FtsZ [ftsZ].	; Cell division protein FtsZ; Cell division protein FtsZ, C-terminal; Cell division protein FtsZ, conserved site; Tubulin/FtsZ, 2-layer sandwich domain; Tubulin/FtsZ, C-terminal; Tubulin/FtsZ, GTPase domain	; consensus disorder prediction		; Cell division protein FtsZ signature	; FtsZ family, C-terminal domain; Tubulin/FtsZ family, GTPase domain		; FtsZ protein signature 1.; FtsZ protein signature 2.			; Tubulin/FtsZ family, GTPase domain; Tubulin/FtsZ family, C-terminal domain	; Tubulin C-terminal domain-like; Tubulin nucleotide-binding domain-like	;  cell division protein FtsZ
V1237269	; ABCC_Glucan_exporter_like	; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; Putative multidrug export ATP-binding/permease protein like domains		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; ABC transporter transmembrane region	
V1355776	; ABC_cobalt_CbiO_domain1	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1401385	; 30S_S3_KH	; K Homology domain, type 2; K homology domain, prokaryotic type; K homology domain-like, alpha/beta; Regulatory protein RecX; Ribosomal protein S3, bacterial; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain; winged helix repressor DNA binding domain	; Regulatory protein RecX [recX].	; K Homology domain, type 2; K homology domain, prokaryotic type; K homology domain-like, alpha/beta; Regulatory protein RecX; Ribosomal protein S3, bacterial; Winged helix-turn-helix DNA-binding domain				; KH domain; RecX family			; Type-2 KH domain profile.			; Prokaryotic type KH domain (KH-domain type II)	;  ribosomal protein uS3
V1431857		; LexA repressor, DNA-binding domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; LexA repressor, DNA-binding domain; Winged helix-turn-helix DNA-binding domain				; LexA DNA binding domain						; Winged helix DNA-binding domain	
V1469325		; Putative fluoride ion transporter CrcB		; Putative fluoride ion transporter CrcB [crcB].	; Putative fluoride ion transporter CrcB				; CrcB-like protein, Camphor Resistance (CrcB)							
V1481440			; Periplasmic binding protein-like II; Periplasmic binding protein-like II; Periplasmic binding protein-like II						; Bacterial extracellular solute-binding protein			; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1541202		; Gram-positive LPXTG cell wall anchor			; Gram-positive LPXTG cell wall anchor				; Gram positive anchor			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1569221	; HTH_LacI	; Bacterial DNA polymerase III, alpha subunit; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain; Periplasmic binding protein-like I	; lambda repressor-like DNA-binding domains		; Bacterial DNA polymerase III, alpha subunit; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain; Periplasmic binding protein-like I			; LacI bacterial regulatory protein HTH signature	; Bacterial DNA polymerase III alpha subunit; Bacterial regulatory proteins, lacI family		; LacI-type HTH domain signature.	; LacI-type HTH domain profile.		; helix_turn _helix lactose operon repressor	; Periplasmic binding protein-like I; lambda repressor-like DNA-binding domains	
V1580854		; ABC transporter substrate-binding protein PnrA-like			; ABC transporter substrate-binding protein PnrA-like				; ABC transporter substrate-binding protein PnrA-like			; Prokaryotic membrane lipoprotein lipid attachment site profile.				
V1581246		; Uncharacterised protein family UPF0210			; Uncharacterised protein family UPF0210				; Uncharacterised ACR (DUF711)						; PFL-like glycyl radical enzymes	
V1595331		; FAD/NAD(P)-binding domain; FAD/NAD-linked reductase, dimerisation domain; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain			; FAD/NAD(P)-binding domain; FAD/NAD-linked reductase, dimerisation domain; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain				; Pyridine nucleotide-disulphide oxidoreductase; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain						; FAD/NAD-linked reductases, dimerisation (C-terminal) domain; FAD/NAD(P)-binding domain	
V1608774	; ABC_PhnC_transporter	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter, phosphonate import, PhnC; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter, phosphonate import, PhnC; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.; Phosphonate import ATP-binding protein phnC.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	;  phosphonate ABC transporter, ATP-binding protein
V1610080		; Flavoprotein-like domain; NADPH-dependent FMN reductase-like			; Flavoprotein-like domain; NADPH-dependent FMN reductase-like				; NADPH-dependent FMN reductase						; Flavoproteins	
V1000187		; Conserved hypothetical CHP02185, integral membrane			; Conserved hypothetical CHP02185, integral membrane				; Hypothetical bacterial integral membrane protein (Trep_Strep)							;  putative ECF transporter S component, Trep_Strep family
V1000645		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1001157		; FKBP-type peptidyl-prolyl cis-trans isomerase domain; Trigger factor; Trigger factor, C-terminal; Trigger factor, ribosome-binding, bacterial; Trigger factor/SurA domain	; Trigger factor; Trigger factor ribosome-binding domain	; Trigger factor [tig].	; FKBP-type peptidyl-prolyl cis-trans isomerase domain; Trigger factor; Trigger factor, C-terminal; Trigger factor, ribosome-binding, bacterial; Trigger factor/SurA domain		; (Full/Desc.) FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)		; Bacterial trigger factor protein (TF); Bacterial trigger factor protein (TF) C-terminus; FKBP-type peptidyl-prolyl cis-trans isomerase			; FKBP-type peptidyl-prolyl cis-trans isomerase domain profile.			; Triger factor/SurA peptide-binding domain-like; FKBP-like; Trigger factor ribosome-binding domain	;  trigger factor
V1034823	; DnaJ; DnaJ_C; DnaJ_zf	; Chaperone DnaJ; Chaperone DnaJ, C-terminal; DnaJ domain; DnaJ domain, conserved site; HSP40/DnaJ peptide-binding; Heat shock protein DnaJ, cysteine-rich domain	; Urease metallochaperone UreE; Urease metallochaperone UreE; Urease metallochaperone UreE; DnaJ/Hsp40 cysteine-rich domain	; Chaperone protein DnaJ [dnaJ].	; Chaperone DnaJ; Chaperone DnaJ, C-terminal; DnaJ domain; DnaJ domain, conserved site; HSP40/DnaJ peptide-binding; Heat shock protein DnaJ, cysteine-rich domain			; DnaJ domain signature	; DnaJ C terminal domain; DnaJ central domain; DnaJ domain		; Nt-dnaJ domain signature.	; Zinc finger CR-type profile.; dnaJ domain profile.		; DnaJ molecular chaperone homology domain	; Chaperone J-domain; HSP40/DnaJ peptide-binding domain; HSP40/DnaJ peptide-binding domain; HSP40/DnaJ peptide-binding domain; DnaJ/Hsp40 cysteine-rich domain	;  chaperone protein DnaJ
V1035361		; Citrate lyase ligase; Citrate lyase ligase, C-terminal; Cytidyltransferase-like domain; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; Citrate lyase ligase; Citrate lyase ligase, C-terminal; Cytidyltransferase-like domain; Rossmann-like alpha/beta/alpha sandwich fold		; (Full) citrate lyase ligase		; Citrate lyase ligase C-terminal domain	; LIGASE LYASE CITRATE PRO-3S-LYASE SYNTHETASE TRANSFERASE CYTIDYLTRANSFERASE-RELATED:CITRATE ACETATE:SH-CITRATE CITC PLASMID				; Citrate lyase ligase C-terminal domain	; Nucleotidylyl transferase; Nucleotidylyl transferase	;  [citrate (pro-3S)-lyase] ligase;  cytidyltransferase-like domain
V1094993		; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA-like domain; Toprim domain			; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA-like domain; Toprim domain			; DNA topoisomerase II family signature	; Toprim domain						; Type II DNA topoisomerase	
V1143909		; ATP synthase, F1 complex, gamma subunit			; ATP synthase, F1 complex, gamma subunit				; ATP synthase						; ATP synthase (F1-ATPase), gamma subunit	
V1199415		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1301880		; Mur ligase, C-terminal; Mur ligase, central			; Mur ligase, C-terminal; Mur ligase, central				; Mur ligase family, glutamate ligase domain						; MurD-like peptide ligases, catalytic domain; MurD-like peptide ligases, peptide-binding domain	
V1340396		; Glycosyltransferase subfamily 4-like, N-terminal domain			; Glycosyltransferase subfamily 4-like, N-terminal domain				; Glycosyltransferase Family 4						; UDP-Glycosyltransferase/glycogen phosphorylase	
V1440651		; MucBP domain	; Putative peptidoglycan bound protein (lpxtg motif)		; MucBP domain	; consensus disorder prediction			; MucBP domain							
V1515147		; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; HAD-like domain			; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; HAD-like domain			; Alpha/beta hydrolase fold signature; P-type cation-transporting ATPase superfamily signature	; alpha/beta hydrolase fold; haloacid dehalogenase-like hydrolase						; HAD-like; alpha/beta-Hydrolases	
V1556536		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1608750		; S-adenosylmethionine synthetase; S-adenosylmethionine synthetase superfamily; S-adenosylmethionine synthetase, C-terminal; S-adenosylmethionine synthetase, N-terminal; S-adenosylmethionine synthetase, central domain; S-adenosylmethionine synthetase, conserved site		; S-adenosylmethionine synthase [metK].	; S-adenosylmethionine synthetase; S-adenosylmethionine synthetase superfamily; S-adenosylmethionine synthetase, C-terminal; S-adenosylmethionine synthetase, N-terminal; S-adenosylmethionine synthetase, central domain; S-adenosylmethionine synthetase, conserved site		; (Full) methionine adenosyltransferase		; S-adenosylmethionine synthetase, C-terminal domain; S-adenosylmethionine synthetase, N-terminal domain; S-adenosylmethionine synthetase, central domain		; S-adenosylmethionine synthase signature 1.; S-adenosylmethionine synthase signature 2.				; S-adenosylmethionine synthetase; S-adenosylmethionine synthetase; S-adenosylmethionine synthetase	;  methionine adenosyltransferase
V1879944		; DhaL domain			; DhaL domain				; DAK2 domain			; DhaL domain profile.			; DhaL-like	
V1886272	; AdoMet_MTases	; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase				; Methyltransferase small domain						; S-adenosyl-L-methionine-dependent methyltransferases	
V1000391	; ADK	; Adenylate kinase subfamily; Adenylate kinase, active site lid domain; Adenylate kinase, conserved site; Adenylate kinase/UMP-CMP kinase; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases	; Adenylate kinase [adk].	; Adenylate kinase subfamily; Adenylate kinase, active site lid domain; Adenylate kinase, conserved site; Adenylate kinase/UMP-CMP kinase; P-loop containing nucleoside triphosphate hydrolase			; Adenylate kinase signature	; Adenylate kinase; Adenylate kinase, active site lid		; Adenylate kinase signature.				; P-loop containing nucleoside triphosphate hydrolases	;  adenylate kinase
V1000571	; MPN_DUF2466	; RadC-like JAB domain	; Cytidine Deaminase		; RadC-like JAB domain				; RadC-like JAB domain							
V1034736	; NagA	; Amidohydrolase-related; Metal-dependent hydrolase; Metal-dependent hydrolase, composite domain; N-acetylglucosamine-6-phosphate deacetylase	; Metal-dependent hydrolases		; Amidohydrolase-related; Metal-dependent hydrolase; Metal-dependent hydrolase, composite domain; N-acetylglucosamine-6-phosphate deacetylase		; (Full) N-acetylglucosamine-6-phosphate deacetylase		; Amidohydrolase family						; Metallo-dependent hydrolases; Composite domain of metallo-dependent hydrolases; Composite domain of metallo-dependent hydrolases	;  N-acetylglucosamine-6-phosphate deacetylase
V1034857		; ATP-NAD kinase, PpnK-type, all-beta; Inorganic polyphosphate/ATP-NAD kinase, domain 1; NAD kinase; NAD kinase/diacylglycerol kinase-like domain	; Probable inorganic polyphosphate/atp-NAD kinase; domain 1; Probable inorganic polyphosphate/atp-NAD kinase; domain 2	; NAD kinase [nadK].	; ATP-NAD kinase, PpnK-type, all-beta; Inorganic polyphosphate/ATP-NAD kinase, domain 1; NAD kinase; NAD kinase/diacylglycerol kinase-like domain				; ATP-NAD kinase						; NAD kinase/diacylglycerol kinase-like	
V1034957		; Potassium transporter; Potassium uptake protein, low affinity, Kup		; Low affinity potassium transport system protein kup [kup].	; Potassium transporter; Potassium uptake protein, low affinity, Kup				; K+ potassium transporter							
V1035378	; HAD_like	; HAD hydrolase, subfamily IA; HAD-like domain; HAD-superfamily hydrolase,subfamily IIIA; HAD-superfamily phosphatase, YqeG-like			; HAD hydrolase, subfamily IA; HAD-like domain; HAD-superfamily hydrolase,subfamily IIIA; HAD-superfamily phosphatase, YqeG-like				; HAD-hyrolase-like						; HAD-like	;  HAD hydrolase, family IA, variant 1;  HAD hydrolase, family IIIA;  HAD phosphatase, family IIIA
V1035413		; ABC transporter type 1, transmembrane domain; Phosphotransferase system, mannose/fructose/sorbose family IID component			; ABC transporter type 1, transmembrane domain; Phosphotransferase system, mannose/fructose/sorbose family IID component				; PTS system mannose/fructose/sorbose family IID component			; PTS_EIID domain profile.			; ABC transporter transmembrane region; ABC transporter transmembrane region	;  PTS system, mannose/fructose/sorbose family, IID component
V1064211						; consensus disorder prediction						; Gram-positive cocci surface proteins LPxTG motif profile.				
V1064638		; 3-hydroxyacyl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase, C-terminal; 3-hydroxyacyl-CoA dehydrogenase, NAD binding; 6-phosphogluconate dehydrogenase C-terminal domain-like; 6-phosphogluconate dehydrogenase, domain 2; NAD(P)-binding domain	; NAD(P)-binding Rossmann-like Domain; N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2		; 3-hydroxyacyl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase, C-terminal; 3-hydroxyacyl-CoA dehydrogenase, NAD binding; 6-phosphogluconate dehydrogenase C-terminal domain-like; 6-phosphogluconate dehydrogenase, domain 2; NAD(P)-binding domain		; (Full) 3-hydroxyacyl-CoA dehydrogenase		; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain; 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain						; 6-phosphogluconate dehydrogenase C-terminal domain-like; NAD(P)-binding Rossmann-fold domains	
V1075661		; GTP cyclohydrolase I domain; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain	; P-loop containing nucleotide triphosphate hydrolases		; GTP cyclohydrolase I domain; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain				; GTP cyclohydrolase I; SRP54-type protein, GTPase domain		; SRP54-type proteins GTP-binding domain signature.			; SRP54-type protein, GTPase domain	; Tetrahydrobiopterin biosynthesis enzymes-like; P-loop containing nucleoside triphosphate hydrolases	
V1143664		; CAT RNA-binding domain; PRD domain	; PTS-regulatory domain; PTS-regulatory domain; SacY-like RNA-binding domain		; CAT RNA-binding domain; PRD domain				; CAT RNA binding domain; PRD domain			; PRD domain profile.		; CAT RNA binding domain	; PTS-regulatory domain, PRD; PTS-regulatory domain, PRD; SacY-like RNA-binding domain	
V1143782		; Peptide deformylase	; Peptide Deformylase		; Peptide deformylase				; Polypeptide deformylase						; Peptide deformylase	
V1167711		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1297401	; HAD_like	; Cof protein; HAD-like domain; HAD-superfamily hydrolase, subfamily IIB			; Cof protein; HAD-like domain; HAD-superfamily hydrolase, subfamily IIB				; haloacid dehalogenase-like hydrolase				; C2.B.4: PGP Like; C2.B: Phosphomannomutase and Phosphatase Like		; HAD-like	;  Cof-like hydrolase;  HAD hydrolase, family IIB
V1381607		; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD linked oxidase, N-terminal; FAD-binding, type 2; FAD-binding, type 2, subdomain 1; UDP-N-acetylenolpyruvoylglucosamine reductase; UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal	; Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase; Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase; Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase	; UDP-N-acetylenolpyruvoylglucosamine reductase [murB].	; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD linked oxidase, N-terminal; FAD-binding, type 2; FAD-binding, type 2, subdomain 1; UDP-N-acetylenolpyruvoylglucosamine reductase; UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal				; FAD binding domain; UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain			; PCMH-type FAD-binding domain profile.			; FAD-binding/transporter-associated domain-like; Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain	;  UDP-N-acetylenolpyruvoylglucosamine reductase
V1469306		; Cell cycle protein FtsW/RodA			; Cell cycle protein FtsW/RodA				; Cell cycle protein							
V1481290		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; Putative multidrug export ATP-binding/permease protein like domains		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; ABC transporter transmembrane region		; ABC transporters family signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; ABC transporter transmembrane region	
V1886471		; ABC-2 family transporter protein			; ABC-2 family transporter protein				; ABC-2 family transporter protein							
V1006726		; Coagulation factor 5/8 C-terminal domain; Galactose-binding domain-like; Glycosyl hydrolase family 98, putative carbohydrate-binding module	; Immunoglobulin FC; Galactose-binding domain-like		; Coagulation factor 5/8 C-terminal domain; Galactose-binding domain-like; Glycosyl hydrolase family 98, putative carbohydrate-binding module	; consensus disorder prediction			; F5/8 type C domain; NPCBM/NEW2 domain			; Coagulation factors 5/8 type C domain (FA58C) profile.		; 	; Galactose-binding domain-like; Galactose-binding domain-like	
V1034784		; Sugar-binding domain, putative			; Sugar-binding domain, putative				; Putative sugar-binding domain						; NagB/RpiA/CoA transferase-like	
V1035023		; ATP-dependent DNA helicase PcrA; DExx box DNA helicase domain; P-loop containing nucleoside triphosphate hydrolase; UvrD-like DNA helicase, C-terminal; UvrD-like Helicase, ATP-binding domain	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; PCRA; domain 4		; ATP-dependent DNA helicase PcrA; DExx box DNA helicase domain; P-loop containing nucleoside triphosphate hydrolase; UvrD-like DNA helicase, C-terminal; UvrD-like Helicase, ATP-binding domain				; UvrD-like helicase C-terminal domain; UvrD/REP helicase N-terminal domain			; UvrD-like DNA helicase ATP-binding domain profile.; UvrD-like DNA helicase C-terminal domain profile.			; P-loop containing nucleoside triphosphate hydrolases	;  ATP-dependent DNA helicase PcrA
V1035051	; AmyAc_SI_OligoGlu_DGase	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain; Maltogenic Amylase, C-terminal; Trehalose-6-phosphate hydrolase	; Oligo-1; Golgi alpha-mannosidase II; Glycosidases; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain; Maltogenic Amylase, C-terminal; Trehalose-6-phosphate hydrolase				; Alpha amylase, catalytic domain; Maltogenic Amylase, C-terminal domain					; Alpha-amylase domain	; (Trans)glycosidases; Glycosyl hydrolase domain	;  alpha,alpha-phosphotrehalase
V1035536		; Gram-positive LPXTG cell wall anchor			; Gram-positive LPXTG cell wall anchor	; consensus disorder prediction			; Gram positive anchor			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1065003		; Helix-turn-helix, HxlR type; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Helix-turn-helix, HxlR type; Winged helix-turn-helix DNA-binding domain				; HxlR-like helix-turn-helix			; HxlR-type HTH domain profile.			; Winged helix DNA-binding domain	
V1303306		; P-loop containing nucleoside triphosphate hydrolase; UvrD-like DNA helicase, C-terminal	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; UvrD-like DNA helicase, C-terminal				; UvrD-like helicase C-terminal domain						; P-loop containing nucleoside triphosphate hydrolases	
V1392033		; Aldolase-type TIM barrel; IMP dehydrogenase/GMP reductase	; Aldolase class I		; Aldolase-type TIM barrel; IMP dehydrogenase/GMP reductase				; IMP dehydrogenase / GMP reductase domain					; IMP dehydrogenase / GMP reductase domain	; Inosine monophosphate dehydrogenase (IMPDH)	
V1408480		; Domain of unknown function DUF1828			; Domain of unknown function DUF1828				; Domain of unknown function DUF1828							
V1439909		; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase; Signal recognition particle, SRP54 subunit, GTPase domain				; SRP54-type protein, GTPase domain					; SRP54-type protein, GTPase domain	; P-loop containing nucleoside triphosphate hydrolases	
