Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1032303		; Diacylglycerol kinase, catalytic domain; Diacylglycerol/lipid kinase; Inorganic polyphosphate/ATP-NAD kinase, domain 1; NAD kinase/diacylglycerol kinase-like domain	; Probable inorganic polyphosphate/atp-NAD kinase; domain 1		; Diacylglycerol kinase, catalytic domain; Diacylglycerol/lipid kinase; Inorganic polyphosphate/ATP-NAD kinase, domain 1; NAD kinase/diacylglycerol kinase-like domain				; Diacylglycerol kinase catalytic domain			; DAG-kinase catalytic (DAGKc) domain profile.		; Diacylglycerol kinase catalytic domain (presumed)	; NAD kinase/diacylglycerol kinase-like	;  lipid kinase, YegS/Rv2252/BmrU family
V1032307	; PTS_IIA_glc; PTS_IIB_glc	; Duplicated hybrid motif; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1; Phosphotransferase system, sucrose-specific IIBC component; Phosphotransferase system, sugar-specific permease EIIA type 1	; Glucose Permease (Domain IIA)		; Duplicated hybrid motif; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1; Phosphotransferase system, sucrose-specific IIBC component; Phosphotransferase system, sugar-specific permease EIIA type 1				; Phosphotransferase system, EIIC; phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1; phosphotransferase system, EIIB		; PTS EIIA domains phosphorylation site signature 1.; PTS EIIB domains cysteine phosphorylation site signature.	; PTS_EIIA type-1 domain profile.; PTS_EIIB type-1 domain profile.; PTS_EIIC type-1 domain profile.			; Glucose permease domain IIB; Duplicated hybrid motif	;  PTS system, glucose-like IIB component;  PTS system, glucose subfamily, IIA component;  PTS system, sucrose-specific IIBC component
V1032311	; UBA_RuvA_C	; Bacterial DNA recombination protein RuvA; DNA helicase, Holliday junction RuvA type, domain I, bacterial; Helix-hairpin-helix DNA-binding motif, class 1; Holliday junction DNA helicase RuvA, C-terminal; Nucleic acid-binding, OB-fold; RuvA domain 2-like	; Nucleic acid-binding proteins; DNA helicase RuvA subunit; 5' to 3' exonuclease	; Holliday junction ATP-dependent DNA helicase RuvA [ruvA].	; Bacterial DNA recombination protein RuvA; DNA helicase, Holliday junction RuvA type, domain I, bacterial; Helix-hairpin-helix DNA-binding motif, class 1; Holliday junction DNA helicase RuvA, C-terminal; Nucleic acid-binding, OB-fold; RuvA domain 2-like				; Helix-hairpin-helix domain; RuvA N terminal domain; RuvA, C-terminal domain					; Helix-hairpin-helix DNA-binding motif class 1; Helix-hairpin-helix DNA-binding motif class 1	; RuvA domain 2-like; DNA helicase RuvA subunit, C-terminal domain; Nucleic acid-binding proteins	;  Holliday junction DNA helicase RuvA
V1032318	; ABC_MutS2	; DNA mismatch repair protein MutS, C-terminal; DNA mismatch repair protein MutS, core; Endonuclease MutS2; P-loop containing nucleoside triphosphate hydrolase; Smr domain	; P-loop containing nucleotide triphosphate hydrolases	; Endonuclease MutS2 [mutS2].	; DNA mismatch repair protein MutS, C-terminal; DNA mismatch repair protein MutS, core; Endonuclease MutS2; P-loop containing nucleoside triphosphate hydrolase; Smr domain		; (Full) DNA mismatch repair protein, bacterial/plant types		; MutS domain V; Smr domain		; DNA mismatch repair proteins mutS family signature.	; Smr domain profile.		; DNA-binding domain of DNA mismatch repair MUTS family; ATPase domain of DNA mismatch repair MUTS family; Small MutS-related domain	; SMR domain-like; P-loop containing nucleoside triphosphate hydrolases; DNA repair protein MutS, domain III	;  MutS2 family protein
V1032352		; Acyl-CoA N-acyltransferase; GNAT domain			; Acyl-CoA N-acyltransferase; GNAT domain				; Acetyltransferase (GNAT) domain			; Gcn5-related N-acetyltransferase (GNAT) domain profile.			; Acyl-CoA N-acyltransferases (Nat)	
V1032360		; Metallo-beta-lactamase; Zn-dependent metallo-hydrolase, RNA specificity domain	; Metallo-beta-lactamase; Metallo-beta-lactamase; Metallo-hydrolase/oxidoreductase		; Metallo-beta-lactamase; Zn-dependent metallo-hydrolase, RNA specificity domain				; Beta-lactamase superfamily domain; Zn-dependent metallo-hydrolase RNA specificity domain					; Metallo-beta-lactamase superfamily	; Metallo-hydrolase/oxidoreductase; Metallo-hydrolase/oxidoreductase	
V1032362	; TM_PBP2	; ABC transporter type 1, transmembrane domain MetI-like	; MetI-like		; ABC transporter type 1, transmembrane domain MetI-like				; Binding-protein-dependent transport system inner membrane component			; ABC transporter integral membrane type-1 domain profile.			; MetI-like	
V1032373		; D-alanine--poly(phosphoribitol) ligase subunit 2; Phosphopantetheine binding ACP domain		; D-alanine--poly(phosphoribitol) ligase subunit 2 [dltC].	; D-alanine--poly(phosphoribitol) ligase subunit 2; Phosphopantetheine binding ACP domain				; Phosphopantetheine attachment site			; Acyl carrier protein phosphopantetheine domain profile.			; ACP-like	;  D-alanine--poly(phosphoribitol) ligase, subunit 2
V1032376		; Cation/H+ exchanger			; Cation/H+ exchanger				; Sodium/hydrogen exchanger family							
V1032422		; Protein of unknown function DUF177			; Protein of unknown function DUF177				; Uncharacterized ACR, COG1399							
V1032459		; Flavoprotein-like domain; NADPH-dependent FMN reductase-like			; Flavoprotein-like domain; NADPH-dependent FMN reductase-like				; NADPH-dependent FMN reductase						; Flavoproteins	
V1032464	; AdoMet_MTases	; S-adenosyl-L-methionine-dependent methyltransferase; rRNA small subunit methyltransferase G	; Vaccinia Virus protein VP39	; Ribosomal RNA small subunit methyltransferase G [rsmG].	; S-adenosyl-L-methionine-dependent methyltransferase; rRNA small subunit methyltransferase G		; (Full) methyltransferase GidB (Glucose inhibited division protein B)		; rRNA small subunit methyltransferase G						; S-adenosyl-L-methionine-dependent methyltransferases	;  16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
V1032470	; ABCC_Glucan_exporter_like	; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; Putative multidrug export ATP-binding/permease protein like domains; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; ABC transporter transmembrane region		; ABC transporters family signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; ABC transporter transmembrane region; P-loop containing nucleoside triphosphate hydrolases	
V1032471	; REC; trans_reg_C	; CheY-like superfamily; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Signal transduction response regulator, receiver domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; CheY-like superfamily; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Signal transduction response regulator, receiver domain; Winged helix-turn-helix DNA-binding domain				; Response regulator receiver domain; Transcriptional regulatory protein, C terminal			; OmpR/PhoB-type DNA-binding domain profile.; Response regulatory domain profile.		; Transcriptional regulatory protein, C terminal; cheY-homologous receiver domain	; CheY-like; C-terminal effector domain of the bipartite response regulators	
V1032495		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter			; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1032514	; Ribosomal_L7_L12	; Ribosomal protein L7/L12; Ribosomal protein L7/L12, C-terminal; Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like; Ribosomal protein L7/L12, oligomerisation	; Single helix bin	; 50S ribosomal protein L7/L12 [rplL].	; Ribosomal protein L7/L12; Ribosomal protein L7/L12, C-terminal; Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like; Ribosomal protein L7/L12, oligomerisation				; Ribosomal protein L7/L12 C-terminal domain; Ribosomal protein L7/L12 dimerisation domain	; RIBOSOMAL L7/L12 50S RIBONUCLEOPROTEIN CHLOROPLAST L12 PLASTID DIRECT SEQUENCING PEPTIDE					; Ribosomal protein L7/12, oligomerisation (N-terminal) domain; ClpS-like	;  ribosomal protein bL12
V1032515		; Potassium channel domain; Voltage-dependent channel, four helix bundle domain	; Voltage-gated potassium channels. Chain C		; Potassium channel domain; Voltage-dependent channel, four helix bundle domain				; Ion channel						; Voltage-gated potassium channels	
V1032519	; TOPRIM_recR	; DNA recombination protein RecR; Recombination protein RecR; Recombination protein RecR, C4-type zinc finger; Recombination protein RecR, conserved site; Toprim domain		; Recombination protein RecR [recR].	; DNA recombination protein RecR; Recombination protein RecR; Recombination protein RecR, C4-type zinc finger; Recombination protein RecR, conserved site; Toprim domain				; RecR protein; Toprim domain		; RecR protein signature.	; Toprim domain profile.		; 	; Recombination protein RecR	;  recombination protein RecR
V1032525	; RsmI	; Homeodomain-like; SAM-dependent methyltransferase RsmI, conserved site; Tetrapyrrole methylase; Tetrapyrrole methylase, subdomain 1; Tetrapyrrole methylase, subdomain 2; rRNA small subunit methyltransferase I	; Homeodomain-like; Cobalt-precorrin-4 Transmethylase; Domain 1; Methyltransferase	; Ribosomal RNA small subunit methyltransferase I [rsmI].	; Homeodomain-like; SAM-dependent methyltransferase RsmI, conserved site; Tetrapyrrole methylase; Tetrapyrrole methylase, subdomain 1; Tetrapyrrole methylase, subdomain 2; rRNA small subunit methyltransferase I		; (Full/Desc.) methyltransferase, YraL type		; Tetrapyrrole (Corrin/Porphyrin) Methylases		; RsmI AdoMet-dependent methyltransferase protein family signature.				; Tetrapyrrole methylase	;  16S rRNA (cytidine(1402)-2'-O)-methyltransferase
V1032529	; ABCF_EF-3	; AAA+ ATPase domain; ABC transporter Uup, C-terminal; ABC transporter, conserved site; ABC transporter-like; ABC-transporter extension domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter Uup, C-terminal; ABC transporter, conserved site; ABC transporter-like; ABC-transporter extension domain; P-loop containing nucleoside triphosphate hydrolase	; consensus disorder prediction			; ABC transporter; ABC transporter C-terminal domain		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1032551	; UDG_F1	; Uracil-DNA glycosylase family 1; Uracil-DNA glycosylase, active site; Uracil-DNA glycosylase-like	; Uracil-DNA Glycosylase	; Uracil-DNA glycosylase [ung].	; Uracil-DNA glycosylase family 1; Uracil-DNA glycosylase, active site; Uracil-DNA glycosylase-like				; Uracil DNA glycosylase superfamily		; Uracil-DNA glycosylase signature.			; UreE urease accessory protein, C-terminal domain ; Uracil DNA glycosylase superfamily	; Uracil-DNA glycosylase-like	;  uracil-DNA glycosylase
V1032558	; GlmM	; Alpha-D-phosphohexomutase superfamily; Alpha-D-phosphohexomutase, C-terminal; Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III; Alpha-D-phosphohexomutase, alpha/beta/alpha domain I; Alpha-D-phosphohexomutase, alpha/beta/alpha domain II; Alpha-D-phosphohexomutase, alpha/beta/alpha domain III; Alpha-D-phosphohexomutase, conserved site; Phosphoglucosamine mutase, bacterial type	; Alpha-D-Glucose-1; Alpha-D-Glucose-1; Major birch pollen allergen Bet v 1; Alpha-D-Glucose-1	; Phosphoglucosamine mutase [glmM].	; Alpha-D-phosphohexomutase superfamily; Alpha-D-phosphohexomutase, C-terminal; Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III; Alpha-D-phosphohexomutase, alpha/beta/alpha domain I; Alpha-D-phosphohexomutase, alpha/beta/alpha domain II; Alpha-D-phosphohexomutase, alpha/beta/alpha domain III; Alpha-D-phosphohexomutase, conserved site; Phosphoglucosamine mutase, bacterial type			; Phosphoglucomutase/phosphomannomutase family signature	; Phosphoglucomutase/phosphomannomutase, C-terminal domain; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III		; Phosphoglucomutase and phosphomannomutase phosphoserine signature.				; Phosphoglucomutase, first 3 domains; Phosphoglucomutase, first 3 domains; Phosphoglucomutase, first 3 domains; Phosphoglucomutase, C-terminal domain	;  phosphoglucosamine mutase
V1032577	; ABCC_MRP_Like	; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Sigma-54 interaction domain, ATP-binding site 1	; Putative multidrug export ATP-binding/permease protein like domains; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Sigma-54 interaction domain, ATP-binding site 1				; ABC transporter; ABC transporter transmembrane region		; ABC transporters family signature.; Sigma-54 interaction domain ATP-binding region A signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; ABC transporter transmembrane region; P-loop containing nucleoside triphosphate hydrolases	
V1032586	; ABC_HisP_GlnQ	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; ABC-type amino acid transport system, ATPase component, HisP-type; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; ABC-type amino acid transport system, ATPase component, HisP-type; P-loop containing nucleoside triphosphate hydrolase		; (Full) ABC-type amino acid transport system, ATPase component, HisP type		; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1032601	; PTS_IIB_glc	; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1; Phosphotransferase system, alpha-glucoside-specific IIBC component			; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, EIIC; Phosphotransferase system, EIIC component, type 1; Phosphotransferase system, IIB component, type 1; Phosphotransferase system, alpha-glucoside-specific IIBC component				; Phosphotransferase system, EIIC; phosphotransferase system, EIIB		; PTS EIIB domains cysteine phosphorylation site signature.	; PTS_EIIB type-1 domain profile.; PTS_EIIC type-1 domain profile.			; Glucose permease domain IIB; Glucose permease domain IIB	;  PTS system, glucose-like IIB component;  PTS system, alpha-glucoside-specific IIBC component
V1032628	; AmyAc_CMD; E_set_CDase_PDE_N	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal Ig-like domain; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold	; Glycosidases; Immunoglobulins		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 13, N-terminal Ig-like domain; Glycosyl hydrolase, family 13, catalytic domain; Immunoglobulin E-set; Immunoglobulin-like fold				; Alpha amylase, N-terminal ig-like domain; Alpha amylase, catalytic domain					; Alpha-amylase domain	; (Trans)glycosidases; E set domains	
V1032630	; ABC_MalK_N	; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; Molybdate/tungstate binding, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Transport-associated OB, type 2	; P-loop containing nucleotide triphosphate hydrolases; Nucleic acid-binding proteins		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; Molybdate/tungstate binding, C-terminal; P-loop containing nucleoside triphosphate hydrolase; Transport-associated OB, type 2				; ABC transporter; TOBE domain		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; MOP-like	
V1032682	; CBS_pair	; CBS domain; Uncharacterised conserved protein UCP035040, CBS-type	; CBS-domain		; CBS domain; Uncharacterised conserved protein UCP035040, CBS-type		; (Full) uncharacterized protein with CBS domain pair, Lmo0553 type		; CBS domain			; CBS domain profile.			; CBS-domain pair	
V1032687		; Putative threonine/serine exporter			; Putative threonine/serine exporter				; Putative threonine/serine exporter							
V1032729	; AmyAc_SI_OligoGlu_DGase	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain; Maltogenic Amylase, C-terminal	; Oligo-1; Golgi alpha-mannosidase II; Glycosidases; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain; Maltogenic Amylase, C-terminal				; Alpha amylase, catalytic domain; Maltogenic Amylase, C-terminal domain					; Alpha-amylase domain	; Glycosyl hydrolase domain; (Trans)glycosidases	
V1032731	; SHMT	; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, major region, subdomain 2; Serine hydroxymethyltransferase; Serine hydroxymethyltransferase, pyridoxal phosphate binding site	; Type I PLP-dependent aspartate aminotransferase-like (Major domain); Aspartate Aminotransferase	; Serine hydroxymethyltransferase [glyA].	; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, major region, subdomain 2; Serine hydroxymethyltransferase; Serine hydroxymethyltransferase, pyridoxal phosphate binding site		; (Full/Desc.) serine/glycine hydroxymethyltransferase		; Serine hydroxymethyltransferase		; Serine hydroxymethyltransferase pyridoxal-phosphate attachment site.				; PLP-dependent transferases	
V1032776		; Integral membrane YkoY; Integral membrane protein TerC; Major facilitator superfamily domain			; Integral membrane YkoY; Integral membrane protein TerC; Major facilitator superfamily domain				; Integral membrane protein TerC family						; MFS general substrate transporter	;  integral membrane protein, YkoY family
V1032808		; 50S ribosomal protein uL4; Ribosomal protein L4 domain; Ribosomal protein L4/L1e		; 50S ribosomal protein L4 [rplD].	; 50S ribosomal protein uL4; Ribosomal protein L4 domain; Ribosomal protein L4/L1e	; consensus disorder prediction			; Ribosomal protein L4/L1 family						; Ribosomal protein L4	;  50S ribosomal protein uL4
V1032818		; Ribosomal protein L14P; Ribosomal protein L14P,  conserved site; Ribosomal protein L14P, bacterial-type	; Ribosomal Protein L14;	; 50S ribosomal protein L14 [rplN].	; Ribosomal protein L14P; Ribosomal protein L14P,  conserved site; Ribosomal protein L14P, bacterial-type				; Ribosomal protein L14p/L23e		; Ribosomal protein L14 signature.			; Ribosomal protein L14p/L23e	; Ribosomal protein L14	;  ribosomal protein uL14
V1032819	; KOW_RPL26	; KOW; Ribosomal protein L2 domain 2; Ribosomal protein L24; Ribosomal protein L24/L26, conserved site; Translation protein SH3-like domain		; 50S ribosomal protein L24 [rplX].	; KOW; Ribosomal protein L2 domain 2; Ribosomal protein L24; Ribosomal protein L24/L26, conserved site; Translation protein SH3-like domain	; consensus disorder prediction			; KOW motif; Ribosomal proteins 50S L24/mitochondrial 39S L24		; Ribosomal protein L24 signature.			; KOW (Kyprides, Ouzounis, Woese) motif.	; Translation proteins SH3-like domain	;  ribosomal protein uL24
V1032822		; Double-stranded RNA-binding domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Ribosomal protein S5, C-terminal; Ribosomal protein S5, N-terminal; Ribosomal protein S5, N-terminal, conserved site; Ribosomal protein S5, bacterial-type		; 30S ribosomal protein S5 [rpsE].	; Double-stranded RNA-binding domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Ribosomal protein S5, C-terminal; Ribosomal protein S5, N-terminal; Ribosomal protein S5, N-terminal, conserved site; Ribosomal protein S5, bacterial-type				; Ribosomal protein S5, C-terminal domain; Ribosomal protein S5, N-terminal domain		; Ribosomal protein S5 signature.	; S5 double stranded RNA-binding domain profile.			; Ribosomal protein S5 domain 2-like; dsRNA-binding domain-like	;  ribosomal protein uS5
V1032840	; ArsC_like	; Arsenate reductase-like; Thioredoxin-like fold; Transcriptional regulator Spx/MgsR	; Glutaredoxin		; Arsenate reductase-like; Thioredoxin-like fold; Transcriptional regulator Spx/MgsR				; ArsC family			; ArsC family profile.			; Thioredoxin-like	;  transcriptional regulator, Spx/MgsR family
V1032882	; beta_clamp	; DNA polymerase III, beta chain; DNA polymerase III, beta chain, C-terminal; DNA polymerase III, beta chain, N-terminal; DNA polymerase III, beta chain, central	; DNA Polymerase III; DNA Polymerase III; DNA Polymerase III		; DNA polymerase III, beta chain; DNA polymerase III, beta chain, C-terminal; DNA polymerase III, beta chain, N-terminal; DNA polymerase III, beta chain, central		; (Full) DNA polymerase III, beta subunit		; DNA polymerase III beta subunit, C-terminal domain; DNA polymerase III beta subunit, N-terminal domain; DNA polymerase III beta subunit, central domain					; DNA polymerase III beta subunit	; DNA clamp; DNA clamp; DNA clamp	;  DNA polymerase III, beta subunit
V1032903	; ABC_SMC_barmotin	; P-loop containing nucleoside triphosphate hydrolase; RecF/RecN/SMC, N-terminal; SMCs flexible hinge; Structural maintenance of chromosomes protein; Structural maintenance of chromosomes protein, prokaryotic	; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases	; Chromosome partition protein Smc [smc].	; P-loop containing nucleoside triphosphate hydrolase; RecF/RecN/SMC, N-terminal; SMCs flexible hinge; Structural maintenance of chromosomes protein; Structural maintenance of chromosomes protein, prokaryotic	; consensus disorder prediction	; (Full) structural maintenance of chromosomes protein		; RecF/RecN/SMC N terminal domain; SMC proteins Flexible Hinge Domain					; SMC proteins Flexible Hinge Domain	; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; Smc hinge domain	;  chromosome segregation protein SMC
V1032918		; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; Peptidase S33; Proline-specific peptidase			; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; Peptidase S33; Proline-specific peptidase		; (Full) proline-specific peptidase, F1 type	; Prolyl aminopeptidase (S33) family signature	; alpha/beta hydrolase fold						; alpha/beta-Hydrolases	;  proline-specific peptidase
V1032920	; HTH_LacI; PBP1_CcpA_like	; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain; Periplasmic binding protein-like I	; lambda repressor-like DNA-binding domains		; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain; Periplasmic binding protein-like I			; LacI bacterial regulatory protein HTH signature	; Bacterial regulatory proteins, lacI family; Periplasmic binding protein-like domain		; LacI-type HTH domain signature.	; LacI-type HTH domain profile.		; helix_turn _helix lactose operon repressor	; Periplasmic binding protein-like I; lambda repressor-like DNA-binding domains	
V1032929	; RNase_HI_prokaryote_like	; Ribonuclease H domain; Ribonuclease H-like domain; Ribonuclease H1, N-terminal; Ribonuclease HI; Ribosomal protein L9/RNase H1, N-terminal	; Ribonuclease Hi; Chain A		; Ribonuclease H domain; Ribonuclease H-like domain; Ribonuclease H1, N-terminal; Ribonuclease HI; Ribosomal protein L9/RNase H1, N-terminal				; Caulimovirus viroplasmin; RNase H			; RNase H domain profile.			; Ribonuclease H-like; L9 N-domain-like	
V1032982		; Protein of unknown function DUF2207, membrane			; Protein of unknown function DUF2207, membrane				; Predicted membrane protein (DUF2207)							
V1032997	; TOP1Ac; TOPRIM_TopoIA_TopoI	; DNA topoisomerase I, bacterial-type; DNA topoisomerase I, type IA; DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, active site; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 1; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; DNA topoisomerase, type IA, zn finger; Toprim domain	; Bacterial Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I; Topoisomerase I	; DNA topoisomerase 1 [topA].	; DNA topoisomerase I, bacterial-type; DNA topoisomerase I, type IA; DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, active site; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 1; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; DNA topoisomerase, type IA, zn finger; Toprim domain			; Prokaryotic DNA topoisomerase I signature	; DNA topoisomerase; Topoisomerase DNA binding C4 zinc finger; Toprim domain		; Prokaryotic DNA topoisomerase I active site.	; Toprim domain profile.		; Bacterial DNA topoisomerase I DNA-binding domain; Bacterial DNA topoisomeraes I ATP-binding domain; 	; Zinc beta-ribbon; Prokaryotic type I DNA topoisomerase	;  DNA topoisomerase I
V1033021	; CBS_pair_CorC_HlyC_assoc	; CBS domain; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD-binding, type 2; Transporter-associated domain	; CBS-domain		; CBS domain; CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2; FAD-binding, type 2; Transporter-associated domain				; CBS domain; Transporter associated domain			; CBS domain profile.		; Transporter associated domain	; CBS-domain pair; FAD-binding/transporter-associated domain-like	
V1033030	; ACT_RelA-SpoT; HDc; NT_Rel-Spo_like; TGS_RelA_SpoT	; ACT domain; Beta-grasp domain; HD/PDEase domain; RelA, TGS domain; RelA/SpoT; RelA/SpoT family; TGS; TGS-like	; Beta Polymerase		; ACT domain; Beta-grasp domain; HD/PDEase domain; RelA, TGS domain; RelA/SpoT; RelA/SpoT family; TGS; TGS-like				; ACT domain; HD domain; Region found in RelA / SpoT proteins; TGS domain			; ACT domain profile.		; Region found in RelA / SpoT proteins; Metal dependent phosphohydrolases with conserved 'HD' motif.	; TGS-like; Nucleotidyltransferase; ACT-like; HD-domain/PDEase-like	;  RelA/SpoT family protein
V1033033	; AspRS_core; EcAspRS_like_N	; Aminoacyl-tRNA synthetase, class II; Aminoacyl-tRNA synthetase, class II (D/K/N); Aspartate-tRNA ligase, bacterial/mitochondrial-type; Aspartyl/Asparaginyl-tRNA synthetase, class IIb; GAD domain; GAD-like domain; Nucleic acid-binding, OB-fold; OB-fold nucleic acid binding domain, AA-tRNA synthetase-type	; Nucleic acid-binding proteins; Bira Bifunctional Protein; Domain 2; Bira Bifunctional Protein; Domain 2	; Aspartate--tRNA(Asp) ligase [aspS].	; Aminoacyl-tRNA synthetase, class II; Aminoacyl-tRNA synthetase, class II (D/K/N); Aspartate-tRNA ligase, bacterial/mitochondrial-type; Aspartyl/Asparaginyl-tRNA synthetase, class IIb; GAD domain; GAD-like domain; Nucleic acid-binding, OB-fold; OB-fold nucleic acid binding domain, AA-tRNA synthetase-type			; Aspartyl-tRNA synthetase signature	; GAD domain; OB-fold nucleic acid binding domain; tRNA synthetases class II (D, K and N)			; Aminoacyl-transfer RNA synthetases class-II family profile.			; Nucleic acid-binding proteins; GAD domain-like; Class II aaRS and biotin synthetases; Class II aaRS and biotin synthetases	;  aspartate--tRNA ligase
