Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1886190		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase										; P-loop containing nucleoside triphosphate hydrolases	
V1891165		; Immunoglobulin/albumin-binding domain	; Immunoglobulin FC		; Immunoglobulin/albumin-binding domain										; Bacterial immunoglobulin/albumin-binding domains	
V1000735		; Ribosomal protein L27; Ribosomal protein L27, conserved site		; 50S ribosomal protein L27 [rpmA].	; Ribosomal protein L27; Ribosomal protein L27, conserved site	; consensus disorder prediction		; Ribosomal protein L27 signature	; Ribosomal L27 protein	; RIBOSOMAL L27 50S RIBONUCLEOPROTEIN CHLOROPLAST MITOCHONDRIAL PEPTIDE 60S TRANSIT PRECURSOR	; Ribosomal protein L27 signature.				; Ribosomal L27 protein-like	;  ribosomal protein bL27
V1047226		; Acyl carrier protein (ACP); Phosphopantetheine binding ACP domain		; Acyl carrier protein [acpP].	; Acyl carrier protein (ACP); Phosphopantetheine binding ACP domain				; Phosphopantetheine attachment site	; CARRIER ACYL PHOSPHOPANTETHEINE ACP ACID FATTY BIOSYNTHESIS LIPID SYNTHESIS CHLOROPLAST		; Acyl carrier protein phosphopantetheine domain profile.			; ACP-like	
V1755565		; Essential recombination function protein			; Essential recombination function protein				; ERF superfamily							
V1808043		; Endosomal/lysomomal potassium channel TMEM175			; Endosomal/lysomomal potassium channel TMEM175				; Protein of unknown function (DUF1211)							
V1883111		; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1	; Phosphoglycerate mutase-like		; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1				; Histidine phosphatase superfamily (branch 1)						; Phosphoglycerate mutase-like	
V1035018		; Asn/Gln amidotransferase; Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic; Aspartyl/glutamyl-tRNA amidotransferase subunit B-related; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B, C-terminal; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit; Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site		; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B [gatB].	; Asn/Gln amidotransferase; Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic; Aspartyl/glutamyl-tRNA amidotransferase subunit B-related; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B, C-terminal; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit; Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site				; GatB domain; GatB/GatE catalytic domain		; Glutamyl-tRNA(Gln) amidotransferase subunit B signature.			; GatB domain	; GatB/YqeY motif; Glutamine synthetase/guanido kinase	;  aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit
V1143226		; Baseplate protein J-like			; Baseplate protein J-like				; Baseplate J-like protein							
V1154975	; EF-G; EFG_mtEFG1_IV; EFG_mtEFG_C; EFG_mtEFG_II	; Elongation factor G, III-V domain; P-loop containing nucleoside triphosphate hydrolase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain; Translation elongation factor EFG, V domain; Translation elongation factor EFG/EF2; Translation elongation factor EFG/EF2, domain IV; Translation elongation factor EFTu-like, domain 2; Translation protein, beta-barrel domain	; P-loop containing nucleotide triphosphate hydrolases; Elongation Factor G (Translational Gtpase); Translation factors	; Elongation factor G [fusA].	; Elongation factor G, III-V domain; P-loop containing nucleoside triphosphate hydrolase; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain; Translation elongation factor EFG, V domain; Translation elongation factor EFG/EF2; Translation elongation factor EFG/EF2, domain IV; Translation elongation factor EFTu-like, domain 2; Translation protein, beta-barrel domain			; GTP-binding elongation factor signature	; Elongation Factor G, domain II; Elongation factor G C-terminus; Elongation factor G, domain IV; Elongation factor Tu GTP binding domain; Elongation factor Tu domain 2		; Translational (tr)-type guanine nucleotide-binding (G) domain signature.	; Translational (tr)-type guanine nucleotide-binding (G) domain profile.		; Elongation factor G, domain IV; Elongation factor G C-terminus	; P-loop containing nucleoside triphosphate hydrolases; EF-G C-terminal domain-like; Translation proteins; EF-G C-terminal domain-like; Ribosomal protein S5 domain 2-like	;  translation elongation factor G;  small GTP-binding protein domain
V1162937	; HflX	; GTP binding domain; GTP-binding protein, middle domain; GTPase HflX; GTPase HflX, N-terminal; HflX-type guanine nucleotide-binding (G) domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases	; GTPase HflX [hflX].	; GTP binding domain; GTP-binding protein, middle domain; GTPase HflX; GTPase HflX, N-terminal; HflX-type guanine nucleotide-binding (G) domain; P-loop containing nucleoside triphosphate hydrolase		; (Full) GTP-binding protein, HflX type	; GTP1/OBG GTP-binding protein family signature	; 50S ribosome-binding GTPase; GTP-binding GTPase Middle Region; GTP-binding GTPase N-terminal			; HflX-type guanine nucleotide-binding (G) domain profile.			; P-loop containing nucleoside triphosphate hydrolases	;  GTP-binding protein HflX
V1163094		; ATPase, AAA-type, conserved site; ATPase, AAA-type, core; P-loop containing nucleoside triphosphate hydrolase; Peptidase M41; Uncharacterised membrane protein YitT	; P-loop containing nucleotide triphosphate hydrolases		; ATPase, AAA-type, conserved site; ATPase, AAA-type, core; P-loop containing nucleoside triphosphate hydrolase; Peptidase M41; Uncharacterised membrane protein YitT				; ATPase family associated with various cellular activities (AAA); Peptidase family M41; Uncharacterised 5xTM membrane BCR, YitT family COG1284		; AAA-protein family signature.				; P-loop containing nucleoside triphosphate hydrolases	
V1388995	; MFS	; Major facilitator superfamily; Major facilitator superfamily domain	; MFS general substrate transporter like domains		; Major facilitator superfamily; Major facilitator superfamily domain				; Major Facilitator Superfamily			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter	
V1764721	; Bacterial_PFK	; ATP-dependent 6-phosphofructokinase; ATP-dependent 6-phosphofructokinase, prokaryotic; ATP-dependent 6-phosphofructokinase, prokaryotic-type; Phosphofructokinase domain; Phosphofructokinase, conserved site		; ATP-dependent 6-phosphofructokinase [pfkA].	; ATP-dependent 6-phosphofructokinase; ATP-dependent 6-phosphofructokinase, prokaryotic; ATP-dependent 6-phosphofructokinase, prokaryotic-type; Phosphofructokinase domain; Phosphofructokinase, conserved site		; (Full/Desc.) ATP-dependent phosphofructokinase, prokaryotic type	; ATP-dependent phosphofructokinase family signature	; Phosphofructokinase		; Phosphofructokinase signature.				; Phosphofructokinase	;  6-phosphofructokinase
V1886935	; HTH_XRE	; Homeodomain-like; Transposase IS30-like HTH domain; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Homeodomain-like; Transposase IS30-like HTH domain; Winged helix-turn-helix DNA-binding domain				; Helix-turn-helix domain						; Homeodomain-like	
V1033430		; Terminase small subunit			; Terminase small subunit				; Terminase small subunit							
V1033445		; Transcription elongation factor GreA; Transcription elongation factor GreA/GreB; Transcription elongation factor GreA/GreB family; Transcription elongation factor, GreA/GreB, C-terminal; Transcription elongation factor, GreA/GreB, N-terminal		; Transcription elongation factor GreA [greA].	; Transcription elongation factor GreA; Transcription elongation factor GreA/GreB; Transcription elongation factor GreA/GreB family; Transcription elongation factor, GreA/GreB, C-terminal; Transcription elongation factor, GreA/GreB, N-terminal		; (Full) transcription elongation factor GreA/GreB		; Transcription elongation factor, GreA/GreB, C-term; Transcription elongation factor, N-terminal						; FKBP-like; GreA transcript cleavage protein, N-terminal domain	;  transcription elongation factor GreA
V1047079		; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Winged helix-turn-helix DNA-binding domain	; consensus disorder prediction			; Helix-turn-helix domain						; Winged helix DNA-binding domain	
V1064598		; Phage capsid; Phage major capsid protein, HK97; Prohead protease			; Phage capsid; Phage major capsid protein, HK97; Prohead protease	; consensus disorder prediction			; Caudovirus prohead serine protease; Phage capsid family						; Major capsid protein gp5	;  phage major capsid protein, HK97 family;  phage prohead protease, HK97 family
V1203582		; Immunoglobulin/albumin-binding domain	; Immunoglobulin FC		; Immunoglobulin/albumin-binding domain	; consensus disorder prediction									; Bacterial immunoglobulin/albumin-binding domains	
V1755589		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1796862	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1828737		; Transcription activator, ArpU family			; Transcription activator, ArpU family											;  phage transcriptional regulator, ArpU family
V1880850		; Probable transposase, IS891/IS1136/IS1341; Transposase IS605, OrfB, C-terminal			; Probable transposase, IS891/IS1136/IS1341; Transposase IS605, OrfB, C-terminal				; Probable transposase							;  transposase, IS605 OrfB family
V1886208		; Lipoprotein NlpA family	; Periplasmic binding protein-like II; Periplasmic binding protein-like II		; Lipoprotein NlpA family				; NLPA lipoprotein						; Periplasmic binding protein-like II	
V1891079		; Ribosomal protein S10; Ribosomal protein S10 domain; Ribosomal protein S10, conserved site		; 30S ribosomal protein S10 [rpsJ].	; Ribosomal protein S10; Ribosomal protein S10 domain; Ribosomal protein S10, conserved site			; Ribosomal protein S10 family signature	; Ribosomal protein S10p/S20e		; Ribosomal protein S10 signature.				; Ribosomal protein S10	;  ribosomal protein uS10
V1891368		; Probable transposase, IS891/IS1136/IS1341			; Probable transposase, IS891/IS1136/IS1341				; Probable transposase							
V1032537						; consensus disorder prediction										
V1035578	; UGPase_prokaryotic	; Nucleotide-diphospho-sugar transferases; Nucleotidyl transferase domain; UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type	; Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A		; Nucleotide-diphospho-sugar transferases; Nucleotidyl transferase domain; UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type				; Nucleotidyl transferase						; Nucleotide-diphospho-sugar transferases	;  UTP--glucose-1-phosphate uridylyltransferase
V1204711		; Glycerophosphodiester phosphodiesterase domain; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain	; Phosphatidylinositol (PI) phosphodiesterase		; Glycerophosphodiester phosphodiesterase domain; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain				; Glycerophosphoryl diester phosphodiesterase family			; GP-PDE domain profile.			; PLC-like phosphodiesterases	
V1204835	; Peptidase_C39B	; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Peptidase C39, ABC-type bacteriocin transporter; Peptidase C39, bacteriocin processing	; P-loop containing nucleotide triphosphate hydrolases; Putative multidrug export ATP-binding/permease protein like domains; Cysteine proteinases		; AAA+ ATPase domain; ABC transporter type 1, transmembrane domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Peptidase C39, ABC-type bacteriocin transporter; Peptidase C39, bacteriocin processing				; ABC transporter; ABC transporter transmembrane region; Peptidase C39 family		; ABC transporters family signature.	; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.; Peptidase family C39 domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; ABC transporter transmembrane region	;  ABC-type bacteriocin transporter
V1206128		; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, IIB component, type 1			; Phosphotransferase system EIIB, cysteine phosphorylation site; Phosphotransferase system, IIB component, type 1				; phosphotransferase system, EIIB			; PTS_EIIB type-1 domain profile.			; Glucose permease domain IIB; Glucose permease domain IIB	
V1336010	; SSB_OBF	; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; Nucleic acid-binding proteins		; Nucleic acid-binding, OB-fold; Primosome PriB/single-strand DNA-binding; Single-stranded DNA-binding protein	; consensus disorder prediction	; (Full) single-strand binding protein		; Single-strand binding protein family			; Single-strand binding (SSB) domain profile.			; Nucleic acid-binding proteins	;  single-stranded DNA-binding protein
V1389004		; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Winged helix-turn-helix DNA-binding domain	; consensus disorder prediction			; Helix-turn-helix domain						; Winged helix DNA-binding domain	
V1458347		; Conjugal transfer TrbC/type IV secretion VirB2			; Conjugal transfer TrbC/type IV secretion VirB2				; TrbC/VIRB2 family							
V1807968		; Probable transposase, IS891/IS1136/IS1341; Transposase IS605, OrfB, C-terminal; Transposase, putative, helix-turn-helix domain			; Probable transposase, IS891/IS1136/IS1341; Transposase IS605, OrfB, C-terminal; Transposase, putative, helix-turn-helix domain				; Helix-turn-helix domain; Probable transposase; Putative transposase DNA-binding domain							;  transposase, IS605 OrfB family
V1872735		; Acyl-CoA N-acyltransferase			; Acyl-CoA N-acyltransferase										; Acyl-CoA N-acyltransferases (Nat)	
V1882243		; Transposase IS605, OrfB, C-terminal			; Transposase IS605, OrfB, C-terminal				; Putative transposase DNA-binding domain							;  transposase, IS605 OrfB family
V1883335		; Prokaryotic N-terminal methylation site	; Glycoprotein		; Prokaryotic N-terminal methylation site				; Prokaryotic N-terminal methylation motif		; Prokaryotic N-terminal methylation site.				; Pili subunits	;  prepilin-type N-terminal cleavage/methylation domain
V1886261		; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain	; Topoisomerase I		; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain				; DNA topoisomerase						; Prokaryotic type I DNA topoisomerase	
V1033616	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain							; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1035415		; Adhesion lipoprotein; Periplasmic solute binding protein, ZnuA-like	; Nitrogenase molybdenum iron protein domain; Nitrogenase molybdenum iron protein domain		; Adhesion lipoprotein; Periplasmic solute binding protein, ZnuA-like			; Adhesin family signature	; Zinc-uptake complex component A periplasmic			; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Helical backbone metal receptor	
V1046985		; Single-strand annealing protein SAK3			; Single-strand annealing protein SAK3				; Protein of unknown function (DUF1071)							
V1101500	; MFS	; Major facilitator superfamily domain; Major facilitator,  sugar transporter-like	; MFS general substrate transporter like domains		; Major facilitator superfamily domain; Major facilitator,  sugar transporter-like				; Sugar (and other) transporter			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter	
V1149284		; Solute-binding protein family 5 domain; Solute-binding protein family 5, conserved site	; Dipeptide-binding Protein; Domain 1		; Solute-binding protein family 5 domain; Solute-binding protein family 5, conserved site				; Bacterial extracellular solute-binding proteins, family 5 Middle		; Bacterial extracellular solute-binding proteins, family 5 signature.				; Periplasmic binding protein-like II	
V1164018		; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1	; Type I PLP-dependent aspartate aminotransferase-like (Major domain)		; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1				; Aminotransferase class-V						; PLP-dependent transferases	
V1398753	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1446947		; Aldolase-type TIM barrel; Cyclophilin-like domain; Glycoside hydrolase superfamily; Protein of unknown function DUF871, prokaryotic	; Cyclophilin-like; Aldolase class I		; Aldolase-type TIM barrel; Cyclophilin-like domain; Glycoside hydrolase superfamily; Protein of unknown function DUF871, prokaryotic				; Bacterial protein of unknown function (DUF871)						; (Trans)glycosidases; Cyclophilin-like	
V1455144		; DNA helicase, DnaB-like, C-terminal; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; DNA helicase, DnaB-like, C-terminal; P-loop containing nucleoside triphosphate hydrolase	; consensus disorder prediction			; DnaB-like helicase C terminal domain			; Superfamily 4 helicase domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1552872		; Glycosyl transferase, family 1	; Glycogen Phosphorylase B;		; Glycosyl transferase, family 1				; Glycosyl transferases group 1						; UDP-Glycosyltransferase/glycogen phosphorylase	
V1032695		; Enterocin A Immunity; Ta0600-like domain	; Ta0600-like		; Enterocin A Immunity; Ta0600-like domain				; Enterocin A Immunity						; Bacteriocin immunity protein-like	
V1033680		; Transposase, IS111A/IS1328/IS1533, N-terminal			; Transposase, IS111A/IS1328/IS1533, N-terminal				; Transposase							
V1034788		; Citrate carrier CitT-related; Sodium/sulphate symporter			; Citrate carrier CitT-related; Sodium/sulphate symporter		; (Full) divalent anion sodium symporter		; Sodium:sulfate symporter transmembrane region							; Na+ symporter (DASS) family
V1035527	; MreB_like	; Cell shape determining protein MreB	; Actin; Chain A		; Cell shape determining protein MreB			; Bacterial cell shape determinant MreB/Mbl protein signature	; MreB/Mbl protein						; Actin-like ATPase domain; Actin-like ATPase domain	;  cell shape determining protein, MreB/Mrl family
V1101258	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain				; Helix-turn-helix			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains	
V1162992	; ABCC_MRP_Like	; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Sigma-54 interaction domain, ATP-binding site 1	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase; Sigma-54 interaction domain, ATP-binding site 1				; ABC transporter		; Sigma-54 interaction domain ATP-binding region A signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1213504	; Ribosomal_S12	; Nucleic acid-binding, OB-fold; Ribosomal protein S12, bacterial-type; Ribosomal protein S12/S23	; Nucleic acid-binding proteins	; 30S ribosomal protein S12 [rpsL].	; Nucleic acid-binding, OB-fold; Ribosomal protein S12, bacterial-type; Ribosomal protein S12/S23		; (Full) ribosomal protein, S12p/S12a/S23e/organellar S12 types	; Ribosomal protein S12 signature	; Ribosomal protein S12/S23		; Ribosomal protein S12 signature.				; Nucleic acid-binding proteins	;  ribosomal protein uS12
V1684276		; DNA binding HTH domain, Psq-type			; DNA binding HTH domain, Psq-type				; helix-turn-helix, Psq domain							
V1755582		; Band 7 domain			; Band 7 domain				; SPFH domain / Band 7 family						; Band 7/SPFH domain	
V1799396	; ProRS-INS; ProRS_anticodon_short; ProRS_core_prok	; Aminoacyl-tRNA synthetase, class II; Aminoacyl-tRNA synthetase, class II (G/ P/ S/T); Anticodon-binding; Prokaryote proline-tRNA ligase core domain; Proline-tRNA ligase, class IIa; Prolyl-tRNA synthetase, class IIa, bacterial-type; Prolyl-tRNA synthetase, class IIa, type 1; YbaK/aminoacyl-tRNA synthetase-associated domain	; Bira Bifunctional Protein; Domain 2; Bira Bifunctional Protein; Domain 2; Class II aaRS ABD-related; YbaK/ProRS associated domain	; Proline--tRNA ligase [proS].	; Aminoacyl-tRNA synthetase, class II; Aminoacyl-tRNA synthetase, class II (G/ P/ S/T); Anticodon-binding; Prokaryote proline-tRNA ligase core domain; Proline-tRNA ligase, class IIa; Prolyl-tRNA synthetase, class IIa, bacterial-type; Prolyl-tRNA synthetase, class IIa, type 1; YbaK/aminoacyl-tRNA synthetase-associated domain			; Prolyl-tRNA synthetase signature	; Aminoacyl-tRNA editing domain; Anticodon binding domain; tRNA synthetase class II core domain (G, H, P, S and T)			; Aminoacyl-transfer RNA synthetases class-II family profile.			; Class II aaRS ABD-related; YbaK/ProRS associated domain; Class II aaRS and biotin synthetases; Class II aaRS and biotin synthetases	;  proline--tRNA ligase
V1808279		; Transposase, mutator type			; Transposase, mutator type				; Transposase, Mutator family							
V1828845		; GntR, C-terminal; Transcription regulator FadR/GntR, C-terminal	; GntR ligand-binding domain-like		; GntR, C-terminal; Transcription regulator FadR/GntR, C-terminal				; FCD domain					; 	; GntR ligand-binding domain-like	
V1872706						; consensus disorder prediction										
V1884307		; Protein of unknown function DUF3021			; Protein of unknown function DUF3021				; Protein of unknown function (DUF3021)							
V1884635								; DNA repair protein radA signature								
V1884651		; Fumarase/histidase, N-terminal; L-Aspartase-like	; Fumarase/aspartase (N-terminal domain)		; Fumarase/histidase, N-terminal; L-Aspartase-like										; L-aspartase-like	
V1885085		; Acyltransferase 3; Transposase, mutator type			; Acyltransferase 3; Transposase, mutator type				; Acyltransferase family; Transposase, Mutator family							
V1886097			; Metallo-hydrolase/oxidoreductase													
V1034811	; AmyAc_SI_OligoGlu_DGase	; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain; Maltogenic Amylase, C-terminal	; Glycosidases; Glycosidases; Oligo-1; Golgi alpha-mannosidase II		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolase, all-beta; Glycosyl hydrolase, family 13, catalytic domain; Maltogenic Amylase, C-terminal				; Alpha amylase, catalytic domain; Maltogenic Amylase, C-terminal domain					; Alpha-amylase domain	; (Trans)glycosidases; Glycosyl hydrolase domain	
V1035269	; PDZ_serine_protease	; PDZ domain; Peptidase S1, PA clan; Peptidase S1C	; Trypsin-like serine proteases; Trypsin-like serine proteases		; PDZ domain; Peptidase S1, PA clan; Peptidase S1C	; consensus disorder prediction		; HtrA/DegQ protease family signature	; PDZ domain; Trypsin-like peptidase domain			; PDZ domain profile.		; Domain present in PSD-95, Dlg, and ZO-1/2.	; PDZ domain-like; Trypsin-like serine proteases	
V1101577						; consensus disorder prediction										
V1143211		; Protein of unknown function DUF771			; Protein of unknown function DUF771				; Domain of unknown function (DUF771)							
V1202910		; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; OmpR/PhoB-type DNA-binding domain; Signal transduction response regulator, C-terminal effector; Winged helix-turn-helix DNA-binding domain				; Transcriptional regulatory protein, C terminal			; OmpR/PhoB-type DNA-binding domain profile.			; C-terminal effector domain of the bipartite response regulators	
V1203776		; Glycoside hydrolase family 1; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolases family 1, N-terminal conserved site	; Glycosidases		; Glycoside hydrolase family 1; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycosyl hydrolases family 1, N-terminal conserved site				; Glycosyl hydrolase family 1		; Glycosyl hydrolases family 1 N-terminal signature.				; (Trans)glycosidases	
V1214107		; P-loop containing nucleoside triphosphate hydrolase	; ABC transporter ATPase  like domain; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase										; P-loop containing nucleoside triphosphate hydrolases	
V1322973		; Lactobacillus prophage Lj928, Orf309			; Lactobacillus prophage Lj928, Orf309				; Protein of unknown function (DUF1351)							
V1338891		; NAD(P)-binding domain	; NAD(P)-binding Rossmann-like Domain		; NAD(P)-binding domain										; MurCD N-terminal domain	
V1424187			; Periplasmic binding protein-like II; Periplasmic binding protein-like II						; Bacterial extracellular solute-binding protein			; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1764167	; AAA	; AAA+ ATPase domain; ATPase, AAA-type, conserved site; ATPase, AAA-type, core; P-loop containing nucleoside triphosphate hydrolase; Peptidase M41; Peptidase M41, FtsH extracellular; Peptidase, FtsH	; P-loop containing nucleotide triphosphate hydrolases	; ATP-dependent zinc metalloprotease FtsH [ftsH].	; AAA+ ATPase domain; ATPase, AAA-type, conserved site; ATPase, AAA-type, core; P-loop containing nucleoside triphosphate hydrolase; Peptidase M41; Peptidase M41, FtsH extracellular; Peptidase, FtsH	; consensus disorder prediction			; ATPase family associated with various cellular activities (AAA); FtsH Extracellular; Peptidase family M41		; AAA-protein family signature.			; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases; FtsH protease domain-like	;  ATP-dependent metallopeptidase HflB
V1891104		; Bacteriophage/Gene transfer agent portal protein			; Bacteriophage/Gene transfer agent portal protein				; Phage portal protein							
V1032545		; Protein of unknown function DUF2184			; Protein of unknown function DUF2184		; (Full/Desc.) uncharacterized conserved protein		; Uncharacterized protein conserved in bacteria (DUF2184)						; Major capsid protein gp5	
V1033140		; Chloride channel, core; Chloride channel, voltage gated	; Clc chloride channel		; Chloride channel, core; Chloride channel, voltage gated			; Chloride channel signature	; Voltage gated chloride channel						; Clc chloride channel	
V1034809		; Galactose mutarotase-like domain; Glycoside hydrolase family 65, C-terminal; Glycoside hydrolase, family 65, N-terminal; Glycoside hydrolase, family 65, central catalytic; Maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase; Six-hairpin glycosidase; Six-hairpin glycosidase-like	; Maltose phosphorylase; Galactose mutarotase-like. Domain 1		; Galactose mutarotase-like domain; Glycoside hydrolase family 65, C-terminal; Glycoside hydrolase, family 65, N-terminal; Glycoside hydrolase, family 65, central catalytic; Maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase; Six-hairpin glycosidase; Six-hairpin glycosidase-like		; (Full) maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase		; Glycosyl hydrolase family 65 central catalytic domain; Glycosyl hydrolase family 65, C-terminal domain; Glycosyl hydrolase family 65, N-terminal domain						; Six-hairpin glycosidases; Galactose mutarotase-like	
V1046980		; Phage head morphogenesis domain			; Phage head morphogenesis domain				; Phage Mu protein F like protein							;  phage head morphogenesis protein, SPP1 gp7 family
V1199391	; NAT_SF	; Acyl-CoA N-acyltransferase; GNAT domain			; Acyl-CoA N-acyltransferase; GNAT domain				; Acetyltransferase (GNAT) domain						; Acyl-CoA N-acyltransferases (Nat)	
V1213130	; init_cond_enzymes	; Hydroxymethylglutaryl-coenzyme A synthase, N-terminal; Thiolase-like			; Hydroxymethylglutaryl-coenzyme A synthase, N-terminal; Thiolase-like				; Hydroxymethylglutaryl-coenzyme A synthase N terminal						; Thiolase-like	
V1828856															; TTHA1013/TTHA0281-like	
V1883099		; Cytochrome ubiquinol oxidase subunit 2			; Cytochrome ubiquinol oxidase subunit 2				; Cytochrome bd terminal oxidase subunit II							
V1884543		; Acyl-CoA N-acyltransferase			; Acyl-CoA N-acyltransferase											
V1891134		; Bifunctional kinase-pyrophosphorylase			; Bifunctional kinase-pyrophosphorylase				; Kinase/pyrophosphorylase							
