Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1594239		; Glycine-tRNA ligase, alpha subunit; Glycine-tRNA synthetase, heterodimeric	; Bira Bifunctional Protein; Domain 2; Class II aaRS and biotin synthetases; domain 2	; Glycine--tRNA ligase alpha subunit [glyQ].	; Glycine-tRNA ligase, alpha subunit; Glycine-tRNA synthetase, heterodimeric			; Glycyl-tRNA synthetase alpha subunit signature	; Glycyl-tRNA synthetase alpha subunit			; Heterodimeric glycyl-transfer RNA synthetases family profile.			; Class II aaRS and biotin synthetases	;  glycine--tRNA ligase, alpha subunit
V1607135															; Pentapeptide repeat-like	
V1607604		; Fibrinogen binding protein			; Fibrinogen binding protein	; consensus disorder prediction			; Fibrinogen binding protein							
V1607606		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain										; (Trans)glycosidases	
V1608735	; KOW_NusG	; Ribosomal protein L2 domain 2; Translation protein SH3-like domain			; Ribosomal protein L2 domain 2; Translation protein SH3-like domain										; Translation proteins SH3-like domain	
V1609194		; Alpha/Beta hydrolase fold; Xaa-Pro dipeptidyl-peptidase-like domain			; Alpha/Beta hydrolase fold; Xaa-Pro dipeptidyl-peptidase-like domain				; X-Pro dipeptidyl-peptidase (S15 family)						; alpha/beta-Hydrolases	
V1618815		; Gram-positive LPXTG cell wall anchor			; Gram-positive LPXTG cell wall anchor	; consensus disorder prediction			; Gram positive anchor			; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1886039			; Release factor												; Release factor	
V1886135	; NMNAT	; Cytidyltransferase-like domain; Probable nicotinate-nucleotide adenylyltransferase; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; Cytidyltransferase-like domain; Probable nicotinate-nucleotide adenylyltransferase; Rossmann-like alpha/beta/alpha sandwich fold				; Cytidylyltransferase-like						; Nucleotidylyl transferase	;  nicotinate (nicotinamide) nucleotide adenylyltransferase;  cytidyltransferase-like domain
V1886440		; Ribosomal protein S8			; Ribosomal protein S8				; Ribosomal protein S8						; Ribosomal protein S8	
V1886480	; HAD_like	; HAD hydrolase, subfamily IA; HAD-like domain			; HAD hydrolase, subfamily IA; HAD-like domain			; Haloacid dehalogenase/epoxide hydrolase family signature	; Haloacid dehalogenase-like hydrolase						; HAD-like	;  HAD hydrolase, family IA, variant 1
V1886536		; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	; Isoleucyl-tRNA Synthetase; Domain 1		; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding										; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	
V1886625		; ATP-grasp fold; ATP-grasp fold, subdomain 1; ATP-grasp fold, subdomain 2; D-alanine--D-alanine ligase, C-terminal	; ATP-grasp fold; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 1; ATP-grasp fold, subdomain 2; D-alanine--D-alanine ligase, C-terminal				; D-ala D-ala ligase C-terminus			; ATP-grasp fold profile.			; Glutathione synthetase ATP-binding domain-like	
V1886637		; Amidohydrolase-related; Metal-dependent hydrolase	; Metal-dependent hydrolases; Metal-dependent hydrolases		; Amidohydrolase-related; Metal-dependent hydrolase				; Amidohydrolase family						; Metallo-dependent hydrolases	
V1886689		; Cell shape determining protein MreB			; Cell shape determining protein MreB				; MreB/Mbl protein						; Actin-like ATPase domain	
V1886697		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1890252		; Acyl-CoA N-acyltransferase			; Acyl-CoA N-acyltransferase										; Acyl-CoA N-acyltransferases (Nat)	
V1890803		; Metallo-beta-lactamase; Zn-dependent metallo-hydrolase, RNA specificity domain	; Metallo-beta-lactamase		; Metallo-beta-lactamase; Zn-dependent metallo-hydrolase, RNA specificity domain				; Zn-dependent metallo-hydrolase RNA specificity domain						; Metallo-hydrolase/oxidoreductase	
V1000147		; Protein with unknown function UPF0154			; Protein with unknown function UPF0154				; Uncharacterised protein family (UPF0154)	; UPF0154 TRANSMEMBRANE MEMBRANE UNCHARACTERIZED FAMILY YNEF SUPERFAMILY MG335.1 EXPORTED MYCGA5700						
V1000293		; S-adenosyl-L-methionine-dependent methyltransferase; tRNA methyltransferase TrmK	; Vaccinia Virus protein VP39		; S-adenosyl-L-methionine-dependent methyltransferase; tRNA methyltransferase TrmK		; (Full) tRNA methyltransferase TrmK		; tRNA (adenine(22)-N(1))-methyltransferase						; S-adenosyl-L-methionine-dependent methyltransferases	
V1003275						; consensus disorder prediction										
V1033483		; Peptidase C69, dipeptidase A			; Peptidase C69, dipeptidase A				; Peptidase family C69							
V1033802		; Enolase N-terminal domain-like; Enolase, N-terminal	; Enolase-like		; Enolase N-terminal domain-like; Enolase, N-terminal				; Enolase, N-terminal domain					; Enolase, N-terminal domain 	; Enolase N-terminal domain-like	
V1033942		; Amidase signature domain	; Amidase signature (AS) enzymes		; Amidase signature domain				; Amidase						; Amidase signature (AS) enzymes	
V1038136						; consensus disorder prediction										
V1042006		; L-lactate/malate dehydrogenase; Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal; Lactate/malate dehydrogenase, C-terminal	; L-2-Hydroxyisocaproate Dehydrogenase		; L-lactate/malate dehydrogenase; Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal; Lactate/malate dehydrogenase, C-terminal	; consensus disorder prediction		; L-lactate dehydrogenase signature	; lactate/malate dehydrogenase, alpha/beta C-terminal domain						; LDH C-terminal domain-like	
V1045530		; Ribonuclease H-like domain			; Ribonuclease H-like domain										; Ribonuclease H-like	
V1046776	; HTH_XRE; S24_LexA-like	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C	; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains; Umud Fragment		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C				; Helix-turn-helix; Helix-turn-helix domain; Peptidase S24-like			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins ; Helix-turn-helix XRE-family like proteins ; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains; lambda repressor-like DNA-binding domains; LexA/Signal peptidase; lambda repressor-like DNA-binding domains	
V1077516		; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Arginine-tRNA ligase; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs; Isoleucyl-tRNA Synthetase; Domain 1		; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Arginine-tRNA ligase; Rossmann-like alpha/beta/alpha sandwich fold				; tRNA synthetases class I (R)						; Nucleotidylyl transferase	
V1087725		; KilA-N, DNA-binding domain; Protein of unknown function DUF4783			; KilA-N, DNA-binding domain; Protein of unknown function DUF4783				; Domain of unknown function (DUF4783); ORF6N domain							
V1092316		; Potassium transporter			; Potassium transporter				; K+ potassium transporter							
V1095150		; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain			; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain				; ATP synthase alpha/beta family, beta-barrel domain						; N-terminal domain of alpha and beta subunits of F1 ATP synthase	
V1137204			; ibrinogen binding protein from staphylococcus aureus domain						; Fibronectin-binding protein A N-terminus (FbpA)							
V1144030		; Phosphotransferase system, mannose-type IIA component			; Phosphotransferase system, mannose-type IIA component											
V1144097		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase											
V1144363		; Ribosomal RNA small subunit methyltransferase H; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; Ribosomal RNA small subunit methyltransferase H; S-adenosyl-L-methionine-dependent methyltransferase				; MraW methylase family						; S-adenosyl-L-methionine-dependent methyltransferases	
V1144374	; HTH_LacI	; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain	; lambda repressor-like DNA-binding domains		; LacI-type HTH domain; Lambda repressor-like, DNA-binding domain			; LacI bacterial regulatory protein HTH signature	; Bacterial regulatory proteins, lacI family		; LacI-type HTH domain signature.	; LacI-type HTH domain profile.		; helix_turn _helix lactose operon repressor	; lambda repressor-like DNA-binding domains	
V1144384		; GMP synthetase ATP pyrophosphatase domain; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; GMP synthetase ATP pyrophosphatase domain; Rossmann-like alpha/beta/alpha sandwich fold							; GMP synthetase ATP pyrophosphatase (GMPS ATP-PPase) domain profile.			; Adenine nucleotide alpha hydrolases-like	
V1162241		; YSIRK Gram-positive signal peptide			; YSIRK Gram-positive signal peptide				; YSIRK type signal peptide							;  gram-positive signal peptide, YSIRK family
V1193478						; consensus disorder prediction										
V1197456									; O-antigen ligase like membrane protein							
V1202638		; RNA polymerase Rpb1, domain 1; RNA polymerase, N-terminal			; RNA polymerase Rpb1, domain 1; RNA polymerase, N-terminal	; consensus disorder prediction			; RNA polymerase Rpb1, domain 1					; RNA polymerase I subunit A N-terminus	; beta and beta-prime subunits of DNA dependent RNA-polymerase	
V1215196						; consensus disorder prediction										
V1237840		; Membrane protein, 6-pyruvoyl-tetrahydropterin synthase-related domain			; Membrane protein, 6-pyruvoyl-tetrahydropterin synthase-related domain				; 6-pyruvoyl-tetrahydropterin synthase related domain; membrane protein							
V1269573		; PRD domain	; PTS-regulatory domain		; PRD domain							; PRD domain profile.			; PTS-regulatory domain, PRD	
V1290503		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Pre-ATP-grasp domain	; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Pre-ATP-grasp domain				; Carbamoyl-phosphate synthase L chain, ATP binding domain			; ATP-grasp fold profile.			; PreATP-grasp domain; Glutathione synthetase ATP-binding domain-like	
V1296394		; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold	; Isoleucyl-tRNA Synthetase; Domain 1; HUPs		; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold				; tRNA synthetases class I (I, L, M and V)						; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases; Nucleotidylyl transferase	
V1297378		; AAA+ ATPase domain; DNA recombination and repair protein RecA; DNA recombination and repair protein RecA-like, ATP-binding domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; DNA recombination and repair protein RecA; DNA recombination and repair protein RecA-like, ATP-binding domain; P-loop containing nucleoside triphosphate hydrolase			; RecA protein signature	; recA bacterial DNA recombination protein			; RecA family profile 1.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1298012	; DEXDc	; Helicase superfamily 1/2, ATP-binding domain; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase; Restriction endonuclease, type I, HsdR; Restriction endonuclease, type I, HsdR, N-terminal; Type-1 restriction enzyme R protein, C-terminal	; P-loop containing nucleotide triphosphate hydrolases		; Helicase superfamily 1/2, ATP-binding domain; Helicase/UvrB, N-terminal; P-loop containing nucleoside triphosphate hydrolase; Restriction endonuclease, type I, HsdR; Restriction endonuclease, type I, HsdR, N-terminal; Type-1 restriction enzyme R protein, C-terminal				; Type I restriction and modification enzyme - subunit R C terminal; Type I restriction enzyme R protein N terminus (HSDR_N); Type III restriction enzyme, res subunit			; Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.		; DEAD-like helicases superfamily	; P-loop containing nucleoside triphosphate hydrolases	;  type I site-specific deoxyribonuclease, HsdR family
V1299849		; Glycine-tRNA ligase, alpha subunit; Glycine-tRNA synthetase, heterodimeric	; Bira Bifunctional Protein; Domain 2; Bira Bifunctional Protein; Domain 2		; Glycine-tRNA ligase, alpha subunit; Glycine-tRNA synthetase, heterodimeric			; Glycyl-tRNA synthetase alpha subunit signature	; Glycyl-tRNA synthetase alpha subunit			; Heterodimeric glycyl-transfer RNA synthetases family profile.			; Class II aaRS and biotin synthetases	
V1300744															; Pentapeptide repeat-like	
V1311581	; HAD_like	; Cof protein; HAD-like domain; HAD-superfamily hydrolase, subfamily IIB			; Cof protein; HAD-like domain; HAD-superfamily hydrolase, subfamily IIB				; haloacid dehalogenase-like hydrolase		; Hypothetical cof family signature 2.		; C2.B.4: PGP Like		; HAD-like	;  Cof-like hydrolase;  HAD hydrolase, family IIB
V1328312		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase				; AAA domain						; P-loop containing nucleoside triphosphate hydrolases	
V1335956	; HPPK	; 7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK			; 7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK				; 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)		; 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase signature.				; 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase, HPPK	;  2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
V1339659		; PASTA domain			; PASTA domain				; PASTA domain						; Penicillin-binding protein 2x (pbp-2x), c-terminal domain	
V1339666		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1349065	; HP_PGM_like	; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1	; Phosphoglycerate mutase-like		; Histidine phosphatase superfamily; Histidine phosphatase superfamily, clade-1		; (Full/Desc.) bifunctional 6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase		; Histidine phosphatase superfamily (branch 1)					; Phosphoglycerate mutase family	; Phosphoglycerate mutase-like	
V1356439	; DHFR	; Dihydrofolate reductase; Dihydrofolate reductase domain; Dihydrofolate reductase-like domain	; Dihydrofolate Reductase		; Dihydrofolate reductase; Dihydrofolate reductase domain; Dihydrofolate reductase-like domain			; Dihydrofolate reductase signature	; Dihydrofolate reductase			; Dihydrofolate reductase (DHFR) domain profile.			; Dihydrofolate reductase-like	
V1364316		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthase large subunit, CPSase domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Methylglyoxal synthase-like domain	; ATP-grasp fold		; ATP-grasp fold; ATP-grasp fold, subdomain 2; Carbamoyl-phosphate synthase large subunit, CPSase domain; Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain; Methylglyoxal synthase-like domain			; Carbamoyl-phosphate synthase protein CPSase domain signature	; Carbamoyl-phosphate synthase L chain, ATP binding domain		; Carbamoyl-phosphate synthase subdomain signature 2.	; ATP-grasp fold profile.		; MGS-like domain	; Glutathione synthetase ATP-binding domain-like; Methylglyoxal synthase-like	
V1365090	; SCP_bacterial	; CAP domain			; CAP domain				; Cysteine-rich secretory protein family							
V1383806	; AdoMet_MTases; GIY-YIG_UPF0213	; GIY-YIG nuclease superfamily; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase	; Vaccinia Virus protein VP39		; GIY-YIG nuclease superfamily; Methyltransferase small domain; S-adenosyl-L-methionine-dependent methyltransferase				; GIY-YIG catalytic domain; Methyltransferase small domain			; GIY-YIG domain profile.			; GIY-YIG endonuclease; S-adenosyl-L-methionine-dependent methyltransferases	
V1396705	; HTH_XRE	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; ParB/RepB/Spo0J partition protein family; ParB/Sulfiredoxin	; lambda repressor-like DNA-binding domains; Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; ParB/RepB/Spo0J partition protein family; ParB/Sulfiredoxin				; Helix-turn-helix; ParB-like nuclease domain					; ParB-like nuclease domain	; ParB/Sulfiredoxin	;  ParB/RepB/Spo0J family partition protein
V1423351		; FIVAR domain			; FIVAR domain	; consensus disorder prediction			; Uncharacterised Sugar-binding Domain							
V1431460	; NMNAT	; Cytidyltransferase-like domain; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; Cytidyltransferase-like domain; Rossmann-like alpha/beta/alpha sandwich fold				; Cytidylyltransferase-like						; Nucleotidylyl transferase	;  cytidyltransferase-like domain
V1432103	; PDZ_CTP_protease	; ClpP/crotonase-like domain; PDZ domain; Tail specific protease	; 2-enoyl-CoA Hydratase; Chain A		; ClpP/crotonase-like domain; PDZ domain; Tail specific protease				; PDZ domain; Peptidase family S41			; PDZ domain profile.		; Domain present in PSD-95, Dlg, and ZO-1/2.	; PDZ domain-like; ClpP/crotonase; ClpP/crotonase	
V1443104		; MucBP domain			; MucBP domain	; consensus disorder prediction			; MucBP domain							
V1445550		; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Protein of unknown function DUF2974; YSIRK Gram-positive signal peptide			; Alpha/Beta hydrolase fold; EF-Hand 1, calcium-binding site; Protein of unknown function DUF2974; YSIRK Gram-positive signal peptide				; Protein of unknown function (DUF2974)		; EF-hand calcium-binding domain.				; alpha/beta-Hydrolases	;  gram-positive signal peptide, YSIRK family
V1462163															; Pentapeptide repeat-like	
V1469313		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter						; P-loop containing nucleoside triphosphate hydrolases	
V1491692		; Ribosomal protein L7/L12, oligomerisation	; Single helix bin		; Ribosomal protein L7/L12, oligomerisation				; Ribosomal protein L7/L12 dimerisation domain						; Ribosomal protein L7/12, oligomerisation (N-terminal) domain	
V1491699		; Transcription regulator HTH, GntR; Winged helix-turn-helix DNA-binding domain	; winged helix repressor DNA binding domain		; Transcription regulator HTH, GntR; Winged helix-turn-helix DNA-binding domain				; Bacterial regulatory proteins, gntR family			; GntR-type HTH domain profile.			; Winged helix DNA-binding domain	
V1491725		; DNA polymerase, Y-family, little finger domain			; DNA polymerase, Y-family, little finger domain				; impB/mucB/samB family C-terminal domain						; Lesion bypass DNA polymerase (Y-family), little finger domain	
V1498653	; HTH_XRE; S24_LexA-like	; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C	; lambda repressor-like DNA-binding domains; Umud Fragment		; Cro/C1-type helix-turn-helix domain; Lambda repressor-like, DNA-binding domain; Peptidase S24/S26, beta-ribbon domain; Peptidase S24/S26A/S26B; Peptidase S24/S26A/S26B/S26C				; Helix-turn-helix; Peptidase S24-like			; Cro/C1-type HTH domain profile.		; Helix-turn-helix XRE-family like proteins 	; lambda repressor-like DNA-binding domains; LexA/Signal peptidase	
V1503145	; PRTases_typeI	; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Uracil phosphoribosyl transferase		; Uracil phosphoribosyltransferase [upp].	; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like; Uracil phosphoribosyl transferase				; Uracil phosphoribosyltransferase						; PRTase-like	;  uracil phosphoribosyltransferase
V1506077		; Acyl-CoA N-acyltransferase			; Acyl-CoA N-acyltransferase										; Acyl-CoA N-acyltransferases (Nat)	
V1552768		; Bacterial RecJ exonuclease; DDH domain; DHHA1 domain			; Bacterial RecJ exonuclease; DDH domain; DHHA1 domain				; DHH family; DHHA1 domain						; DHH phosphoesterases	;  single-stranded-DNA-specific exonuclease RecJ
V1552844		; Transcription elongation factor, GreA/GreB, N-terminal; Transcription elongation factor, GreA/GreB, conserved site			; Transcription elongation factor, GreA/GreB, N-terminal; Transcription elongation factor, GreA/GreB, conserved site				; Transcription elongation factor, N-terminal		; Prokaryotic transcription elongation factors signature 1.				; GreA transcript cleavage protein, N-terminal domain	
V1553388		; HAD-like domain			; HAD-like domain										; HAD-like	
V1553524		; Endoribonuclease YbeY; Endoribonuclease YbeY, conserved site; Metalloprotease catalytic domain, predicted	; Metalloproteases ("zincins")	; Endoribonuclease YbeY [ybeY].	; Endoribonuclease YbeY; Endoribonuclease YbeY, conserved site; Metalloprotease catalytic domain, predicted				; Uncharacterized protein family UPF0054		; Uncharacterized protein family UPF0054 signature.				; Metalloproteases ("zincins"), catalytic domain	;  rRNA maturation RNase YbeY
V1573329															; Pentapeptide repeat-like	
V1577126		; FIVAR domain			; FIVAR domain				; Uncharacterised Sugar-binding Domain							
V1580842	; MFS	; Major facilitator superfamily; Major facilitator superfamily domain	; MFS general substrate transporter like domains		; Major facilitator superfamily; Major facilitator superfamily domain				; Major Facilitator Superfamily			; Major facilitator superfamily (MFS) profile.			; MFS general substrate transporter	
V1581444		; S-adenosylmethionine synthetase superfamily; S-adenosylmethionine synthetase, C-terminal			; S-adenosylmethionine synthetase superfamily; S-adenosylmethionine synthetase, C-terminal				; S-adenosylmethionine synthetase, C-terminal domain						; S-adenosylmethionine synthetase	
V1581655			; CofD-like domains													
V1591270															; Pentapeptide repeat-like	
V1592733		; RNA polymerase Rpb2, domain 2; RNA polymerase, beta subunit, protrusion			; RNA polymerase Rpb2, domain 2; RNA polymerase, beta subunit, protrusion				; RNA polymerase Rpb2, domain 2; RNA polymerase beta subunit						; beta and beta-prime subunits of DNA dependent RNA-polymerase	
V1592960		; Gcp-like domain; tRNA threonylcarbamoyl adenosine modification protein YeaZ			; Gcp-like domain; tRNA threonylcarbamoyl adenosine modification protein YeaZ				; Glycoprotease family						; Actin-like ATPase domain	;  tRNA threonylcarbamoyl adenosine modification protein YeaZ
V1595838		; GHMP kinase, C-terminal domain			; GHMP kinase, C-terminal domain				; GHMP kinases C terminal						; GHMP Kinase, C-terminal domain	
V1596707		; Protein of unknown function DUF3173			; Protein of unknown function DUF3173				; Domain of unknown function (DUF3173)							
V1620341		; Enterocin A Immunity			; Enterocin A Immunity				; Enterocin A Immunity							
V1692825		; ABC transporter type 1, transmembrane domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; Putative multidrug export ATP-binding/permease protein like domains; P-loop containing nucleotide triphosphate hydrolases		; ABC transporter type 1, transmembrane domain; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter; ABC transporter transmembrane region			; ABC transporter integral membrane type-1 fused domain profile.; ATP-binding cassette, ABC transporter-type domain profile.			; P-loop containing nucleoside triphosphate hydrolases; ABC transporter transmembrane region	
V1805578	; EFTU_II; EFTU_III; EF_Tu	; Elongation factor Tu, domain 2; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu/EF1A, bacterial/organelle; Translation protein, beta-barrel domain	; Translation factors; P-loop containing nucleotide triphosphate hydrolases; Translation factors	; Elongation factor Tu [tuf].	; Elongation factor Tu, domain 2; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain; Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal; Translation elongation factor EFTu-like, domain 2; Translation elongation factor EFTu/EF1A, C-terminal; Translation elongation factor EFTu/EF1A, bacterial/organelle; Translation protein, beta-barrel domain			; GTP-binding elongation factor signature	; Elongation factor Tu C-terminal domain; Elongation factor Tu GTP binding domain; Elongation factor Tu domain 2		; Translational (tr)-type guanine nucleotide-binding (G) domain signature.	; Translational (tr)-type guanine nucleotide-binding (G) domain profile.			; EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain; P-loop containing nucleoside triphosphate hydrolases; Translation proteins	;  translation elongation factor Tu;  small GTP-binding protein domain
V1805709		; Domain of unknown function DUF1410			; Domain of unknown function DUF1410				; Protein of unknown function (DUF1410)							
V1879938		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase				; AAA-like domain						; P-loop containing nucleoside triphosphate hydrolases	
V1879944		; DhaL domain			; DhaL domain				; DAK2 domain			; DhaL domain profile.			; DhaL-like	
V1882877		; FtsK domain; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; FtsK domain; P-loop containing nucleoside triphosphate hydrolase							; FtsK domain profile.			; P-loop containing nucleoside triphosphate hydrolases	
V1886072		; Ribosomal protein S10 domain; Ribosomal protein S10, conserved site			; Ribosomal protein S10 domain; Ribosomal protein S10, conserved site				; Ribosomal protein S10p/S20e		; Ribosomal protein S10 signature.				; Ribosomal protein S10	
V1886521		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1886610		; Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit			; Phosphotransferase system, mannose/fructose/sorbose family, IIC subunit				; PTS system sorbose-specific iic component							
V1886685		; Nucleic acid-binding, OB-fold; RecG, wedge domain	; 5' to 3' exonuclease		; Nucleic acid-binding, OB-fold; RecG, wedge domain				; RecG wedge domain						; Nucleic acid-binding proteins	
V1886686		; Anticodon-binding	; Class II aaRS ABD-related		; Anticodon-binding				; Anticodon binding domain						; Class II aaRS ABD-related	
V1887019		; SpoVT-AbrB domain			; SpoVT-AbrB domain				; Antidote-toxin recognition MazE, bacterial antitoxin					; SpoVT / AbrB like domain 	; AbrB/MazE/MraZ-like	
V1033859		; Hydroxymethylglutaryl-CoA reductase, class I/II; Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain; Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding domain	; 3-hydroxy-3-methylglutaryl-coenzyme A Reductase; Chain A; Dipeptide-binding Protein; Domain 1		; Hydroxymethylglutaryl-CoA reductase, class I/II; Hydroxymethylglutaryl-CoA reductase, class I/II, catalytic domain; Hydroxymethylglutaryl-CoA reductase, class I/II, substrate-binding domain				; Hydroxymethylglutaryl-coenzyme A reductase			; Hydroxymethylglutaryl-coenzyme A reductases family profile.			; Substrate-binding domain of HMG-CoA reductase; Periplasmic binding protein-like II	
V1033969		; LemA; LemA-like domain; Replication protein, DnaD/DnaB domain	; LemA-like; DnaD domain-like		; LemA; LemA-like domain; Replication protein, DnaD/DnaB domain				; LemA family; Replication initiation and membrane attachment						; DnaD domain-like; LemA-like	;  DnaD domain protein
