Gene	CDD	GO	Gene3D	Hamap	Interpro	MobiDBLite	PIRSF	PRINTS	Pfam	ProDom	ProSitePatterns	ProSiteProfiles	SFLD	SMART	SUPERFAMILY	TIGRFAM
V1819325		; Uncharacterised protein family UPF0182		; UPF0182 protein <locus_tag>.	; Uncharacterised protein family UPF0182	; consensus disorder prediction			; Uncharacterised protein family (UPF0182)							
V1820400		; Ribosomal protein L34		; 50S ribosomal protein L34 [rpmH].	; Ribosomal protein L34				; Ribosomal protein L34	; RIBOSOMAL L34 RIBONUCLEOPROTEIN 50S CHLOROPLAST PLASTID L34 MITOCHONDRIAL PEPTIDE SEQUENCING						;  ribosomal protein bL34
V1820417		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; AAA+ ATPase domain; ABC transporter, conserved site; ABC transporter-like; P-loop containing nucleoside triphosphate hydrolase				; ABC transporter		; ABC transporters family signature.	; ATP-binding cassette, ABC transporter-type domain profile.		; ATPases associated with a variety of cellular activities	; P-loop containing nucleoside triphosphate hydrolases	
V1820421		; 4Fe-4S ferredoxin, iron-sulphur binding, conserved site; 4Fe-4S ferredoxin-type, iron-sulphur binding domain; Iron hydrogenase; Iron hydrogenase, large subunit, C-terminal; Iron hydrogenase, small subunit; Iron hydrogenase, subset	; Fe-only hydrogenase smaller subunit		; 4Fe-4S ferredoxin, iron-sulphur binding, conserved site; 4Fe-4S ferredoxin-type, iron-sulphur binding domain; Iron hydrogenase; Iron hydrogenase, large subunit, C-terminal; Iron hydrogenase, small subunit; Iron hydrogenase, subset	; consensus disorder prediction			; 4Fe-4S binding domain; Iron hydrogenase small subunit; Iron only hydrogenase large subunit, C-terminal domain		; 4Fe-4S ferredoxin-type iron-sulfur binding region signature.	; 4Fe-4S ferredoxin-type iron-sulfur binding domain profile.		; Iron hydrogenase small subunit	; 4Fe-4S ferredoxins; Fe-only hydrogenase	;  [FeFe] hydrogenase, group A
V1827939		; Aldolase-type TIM barrel; Carboxylase, conserved domain; Pyruvate carboxyltransferase; Single hybrid motif	; Aldolase class I		; Aldolase-type TIM barrel; Carboxylase, conserved domain; Pyruvate carboxyltransferase; Single hybrid motif				; Conserved carboxylase domain; HMGL-like			; Pyruvate carboxyltransferase domain.			; Single hybrid motif; post-HMGL domain-like; Aldolase	
V1872766	; RNR_I	; Ribonucleotide reductase N-terminal; Ribonucleotide reductase R1 subunit, N-terminal; Ribonucleotide reductase large subunit, C-terminal; Ribonucleotide reductase large subunit, N-terminal; Ribonucleotide reductase, class 1b, subunit NrdE; Ribonucleotide reductase, class I , alpha subunit			; Ribonucleotide reductase N-terminal; Ribonucleotide reductase R1 subunit, N-terminal; Ribonucleotide reductase large subunit, C-terminal; Ribonucleotide reductase large subunit, N-terminal; Ribonucleotide reductase, class 1b, subunit NrdE; Ribonucleotide reductase, class I , alpha subunit			; Ribonucleotide reductase large chain signature	; Ribonucleotide reductase N-terminal; Ribonucleotide reductase, all-alpha domain; Ribonucleotide reductase, barrel domain		; Ribonucleotide reductase large subunit signature.				; PFL-like glycyl radical enzymes; R1 subunit of ribonucleotide reductase, N-terminal domain	;  ribonucleoside-diphosphate reductase, alpha subunit;  ribonucleoside-diphosphate reductase, class 1b, alpha subunit
V1875176		; ATPase, BadF/BadG/BcrA/BcrD type; CoA enzyme activase			; ATPase, BadF/BadG/BcrA/BcrD type; CoA enzyme activase				; BadF/BadG/BcrA/BcrD ATPase family						; Actin-like ATPase domain	;  putative CoA-substrate-specific enzyme activase
V1875210	; AdoMet_MTases	; S-adenosyl-L-methionine-dependent methyltransferase; UbiE/COQ5 methyltransferase	; Vaccinia Virus protein VP39	; Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE [ubiE].	; S-adenosyl-L-methionine-dependent methyltransferase; UbiE/COQ5 methyltransferase				; ubiE/COQ5 methyltransferase family			; UbiE family SAM-binding methyltransferase profile.			; S-adenosyl-L-methionine-dependent methyltransferases	;  ubiquinone/menaquinone biosynthesis methyltransferase
V1883561		; NUDIX hydrolase domain; NUDIX hydrolase domain-like; NUDIX hydrolase, conserved site	; Nucleoside Triphosphate Pyrophosphohydrolase		; NUDIX hydrolase domain; NUDIX hydrolase domain-like; NUDIX hydrolase, conserved site				; NUDIX domain		; Nudix box signature.				; Nudix	
V1886109		; NAD/GMP synthase; Rossmann-like alpha/beta/alpha sandwich fold	; HUPs		; NAD/GMP synthase; Rossmann-like alpha/beta/alpha sandwich fold				; NAD synthase						; Adenine nucleotide alpha hydrolases-like	
V1888252									; Ribosomal protein L11 methyltransferase (PrmA)							
V1888254		; MucBP domain	; Putative peptidoglycan bound protein (lpxtg motif); Putative peptidoglycan bound protein (lpxtg motif)		; MucBP domain				; MucBP domain							
V1910157	; YvcK_like	; Gluconeogenesis factor; LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052	; CofD-like domains	; Gluconeogenesis factor.	; Gluconeogenesis factor; LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052				; Uncharacterised protein family UPF0052						; CofD-like	;  conserved hypothetical protein
V1003154		; ATP synthase, F0 complex, subunit B, bacterial; ATP synthase, F0 complex, subunit B/B', bacterial/chloroplast; F-type ATP synthase subunit B-like, membrane domain	; F1F0 ATP synthase subunit B	; ATP synthase subunit b [atpF].	; ATP synthase, F0 complex, subunit B, bacterial; ATP synthase, F0 complex, subunit B/B', bacterial/chloroplast; F-type ATP synthase subunit B-like, membrane domain				; ATP synthase B/B' CF(0)						; F1F0 ATP synthase subunit B, membrane domain	;  ATP synthase F0, B subunit
V1003275						; consensus disorder prediction										
V1006049		; Peptidase C69, dipeptidase A			; Peptidase C69, dipeptidase A				; Peptidase family C69							
V1006110	; KOW_RPL26	; KOW; Ribosomal protein L2 domain 2; Ribosomal protein L24; Ribosomal protein L24/L26, conserved site; Translation protein SH3-like domain		; 50S ribosomal protein L24 [rplX].	; KOW; Ribosomal protein L2 domain 2; Ribosomal protein L24; Ribosomal protein L24/L26, conserved site; Translation protein SH3-like domain				; KOW motif; Ribosomal proteins 50S L24/mitochondrial 39S L24		; Ribosomal protein L24 signature.			; KOW (Kyprides, Ouzounis, Woese) motif.	; Translation proteins SH3-like domain	;  ribosomal protein uL24
V1006222	; R3H_jag; jag_KH	; Jag, R3H domain; R3H domain			; Jag, R3H domain; R3H domain				; R3H domain			; R3H domain profile.		; Putative single-stranded nucleic acids-binding domain	; R3H domain	
V1006248						; consensus disorder prediction										
V1006672		; Ribosomal protein L9, C-terminal; Ribosomal protein L9, N-terminal; Ribosomal protein L9, bacteria/chloroplast; Ribosomal protein L9/RNase H1, N-terminal	; Ribosomal Protein L9	; 50S ribosomal protein L9 [rplI].	; Ribosomal protein L9, C-terminal; Ribosomal protein L9, N-terminal; Ribosomal protein L9, bacteria/chloroplast; Ribosomal protein L9/RNase H1, N-terminal	; consensus disorder prediction			; Ribosomal protein L9, C-terminal domain; Ribosomal protein L9, N-terminal domain		; Ribosomal protein L9 signature.				; Ribosomal protein L9 C-domain; L9 N-domain-like	;  ribosomal protein bL9
V1006745		; PBP domain	; Periplasmic binding protein-like II		; PBP domain				; PBP superfamily domain			; Prokaryotic membrane lipoprotein lipid attachment site profile.			; Periplasmic binding protein-like II	
V1006749		; MotA/TolQ/ExbB proton channel			; MotA/TolQ/ExbB proton channel				; MotA/TolQ/ExbB proton channel family							
V1006761	; EEP-1	; Endonuclease/exonuclease/phosphatase			; Endonuclease/exonuclease/phosphatase				; Endonuclease/Exonuclease/phosphatase family						; DNase I-like	
V1006778		; Sporulation-related domain			; Sporulation-related domain	; consensus disorder prediction			; Sporulation related domain						; Sporulation related repeat	
V1007059	; Phosphoglycerate_kinase	; Phosphoglycerate kinase; Phosphoglycerate kinase, C-terminal; Phosphoglycerate kinase, N-terminal; Phosphoglycerate kinase, conserved site		; Phosphoglycerate kinase [pgk].	; Phosphoglycerate kinase; Phosphoglycerate kinase, C-terminal; Phosphoglycerate kinase, N-terminal; Phosphoglycerate kinase, conserved site		; (Full) phosphoglycerate kinase	; Phosphoglycerate kinase family signature	; Phosphoglycerate kinase		; Phosphoglycerate kinase signature.				; Phosphoglycerate kinase	
V1007070	; Anticodon_Ia_Ile_BEm; IleRS_core	; Aminoacyl-tRNA synthetase, class I, conserved site; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Isoleucine-tRNA ligase; Isoleucine-tRNA ligase, type 1; Isoleucyl tRNA synthetase type 1, anticodon-binding domain; Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	; Isoleucyl-tRNA Synthetase; Domain 2; HUPs; HUPs; Isoleucyl-tRNA Synthetase; Domain 1	; Isoleucine--tRNA ligase [ileS].	; Aminoacyl-tRNA synthetase, class I, conserved site; Aminoacyl-tRNA synthetase, class Ia; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Isoleucine-tRNA ligase; Isoleucine-tRNA ligase, type 1; Isoleucyl tRNA synthetase type 1, anticodon-binding domain; Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding; Rossmann-like alpha/beta/alpha sandwich fold; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain			; Isoleucyl-tRNA synthetase signature	; Anticodon-binding domain of tRNA; tRNA synthetases class I (I, L, M and V)		; Aminoacyl-transfer RNA synthetases class-I signature.				; Nucleotidylyl transferase; Nucleotidylyl transferase; ValRS/IleRS/LeuRS editing domain; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	;  isoleucine--tRNA ligase
V1007071		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 77	; Glycosidases		; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 77				; 4-alpha-glucanotransferase						; (Trans)glycosidases	;  4-alpha-glucanotransferase
V1007126	; PRTases_typeI	; Glutamine amidotransferase type 2 domain; Nucleophile aminohydrolases, N-terminal; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like	; Glutamine Phosphoribosylpyrophosphate		; Glutamine amidotransferase type 2 domain; Nucleophile aminohydrolases, N-terminal; Phosphoribosyltransferase domain; Phosphoribosyltransferase-like				; Glutamine amidotransferase domain			; Glutamine amidotransferase type 2 domain profile.			; PRTase-like; PRTase-like; N-terminal nucleophile aminohydrolases (Ntn hydrolases)	
V1007145		; Membrane insertase OXA1/ALB3/YidC; Membrane insertase YidC; Membrane insertase YidC, N-terminal; Membrane insertase YidC/Oxa1, C-terminal		; Membrane protein insertase YidC [yidC].	; Membrane insertase OXA1/ALB3/YidC; Membrane insertase YidC; Membrane insertase YidC, N-terminal; Membrane insertase YidC/Oxa1, C-terminal	; consensus disorder prediction		; 60kDa inner membrane protein signature	; 60Kd inner membrane protein; YidC periplasmic domain							;  membrane protein insertase, YidC/Oxa1 family, N-terminal domain;  membrane protein insertase, YidC/Oxa1 family
V1007211		; Outer membrane protein beta-barrel; Outer membrane protein/outer membrane enzyme PagP,  beta-barrel			; Outer membrane protein beta-barrel; Outer membrane protein/outer membrane enzyme PagP,  beta-barrel				; Outer membrane protein beta-barrel domain						; OMPA-like	
V1007215		; Beta galactosidase small chain/ domain 5; Beta-galactosidase, domain 4; Galactose mutarotase-like domain; Galactose-binding domain-like; Glycoside hydrolase family 2, catalytic domain; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 2; Glycoside hydrolase, family 2, conserved site; Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich; Glycoside hydrolase, family 2/20, immunoglobulin-like beta-sandwich domain; Glycoside hydrolase-type carbohydrate-binding; Glycosyl hydrolases family 2, sugar binding domain	; Galactose-binding domain-like; Glycosidases		; Beta galactosidase small chain/ domain 5; Beta-galactosidase, domain 4; Galactose mutarotase-like domain; Galactose-binding domain-like; Glycoside hydrolase family 2, catalytic domain; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; Glycoside hydrolase, family 2; Glycoside hydrolase, family 2, conserved site; Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich; Glycoside hydrolase, family 2/20, immunoglobulin-like beta-sandwich domain; Glycoside hydrolase-type carbohydrate-binding; Glycosyl hydrolases family 2, sugar binding domain			; Glycosyl hydrolase family 2 signature	; Beta galactosidase small chain; Domain of unknown function(DUF4981); Glycosyl hydrolases family 2; Glycosyl hydrolases family 2, TIM barrel domain; Glycosyl hydrolases family 2, sugar binding domain		; Glycosyl hydrolases family 2 signature 1.			; Beta galactosidase small chain	; Galactose mutarotase-like; Galactose-binding domain-like; beta-Galactosidase/glucuronidase domain; beta-Galactosidase/glucuronidase domain; (Trans)glycosidases	
V1007218	; HATPase_c; TopoII_Trans_DNA_gyrase	; DNA gyrase B subunit, C-terminal; DNA gyrase, subunit B; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA, conserved site; DNA topoisomerase, type IIA, subunit B; DNA topoisomerase, type IIA, subunit B, domain 2; DNA topoisomerase, type IIA-like domain; Histidine kinase-like ATPase, C-terminal domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Toprim domain		; DNA gyrase subunit B [gyrB].	; DNA gyrase B subunit, C-terminal; DNA gyrase, subunit B; DNA topoisomerase, type IIA; DNA topoisomerase, type IIA, central domain; DNA topoisomerase, type IIA, conserved site; DNA topoisomerase, type IIA, subunit B; DNA topoisomerase, type IIA, subunit B, domain 2; DNA topoisomerase, type IIA-like domain; Histidine kinase-like ATPase, C-terminal domain; Ribosomal protein S5 domain 2-type fold; Ribosomal protein S5 domain 2-type fold, subgroup; Toprim domain			; DNA gyrase subunit B signature; DNA topoisomerase II family signature	; DNA gyrase B; DNA gyrase B subunit, carboxyl terminus; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase; Toprim domain		; DNA topoisomerase II signature.	; Toprim domain profile.		; Histidine kinase-like ATPases; TopoisomeraseII	; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase; Ribosomal protein S5 domain 2-like; Type II DNA topoisomerase	;  DNA gyrase, B subunit
V1007228	; PASTA_Pbp2x-like_2	; Beta-lactamase/transpeptidase-like; PASTA domain; Penicillin-binding protein, dimerisation domain; Penicillin-binding protein, transpeptidase	; Penicillin-binding protein 2a (Domain 2); DD-peptidase/beta-lactamase superfamily		; Beta-lactamase/transpeptidase-like; PASTA domain; Penicillin-binding protein, dimerisation domain; Penicillin-binding protein, transpeptidase				; PASTA domain; Penicillin binding protein transpeptidase domain; Penicillin-binding Protein dimerisation domain			; PASTA domain profile.			; Penicillin-binding protein 2x (pbp-2x), c-terminal domain; beta-lactamase/transpeptidase-like; beta-lactamase/transpeptidase-like; Penicillin binding protein dimerisation domain	
V1007265	; TOP4c	; Arginine repressor C-terminal-like domain; DNA gyrase, subunit A; DNA gyrase/topoisomerase IV, subunit A, C-terminal beta-pinwheel; DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain	; GyrA/ParC C-terminal domain-like ; Topoisomerase II; Topoisomerase II	; DNA gyrase subunit A [gyrA].	; Arginine repressor C-terminal-like domain; DNA gyrase, subunit A; DNA gyrase/topoisomerase IV, subunit A, C-terminal beta-pinwheel; DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta; DNA topoisomerase, type IIA, subunit A/C-terminal; DNA topoisomerase, type IIA-like domain	; consensus disorder prediction			; DNA gyrase C-terminal domain, beta-propeller; DNA gyrase/topoisomerase IV, subunit A					; DNA Topoisomerase IV	; Type II DNA topoisomerase; GyrA/ParC C-terminal domain-like	;  DNA gyrase, A subunit
V1007270	; PP2Cc	; PPM-type phosphatase domain	; Phosphatase 2c; Domain 1		; PPM-type phosphatase domain	; consensus disorder prediction			; Protein phosphatase 2C			; PPM-type phosphatase domain profile.		; Sigma factor PP2C-like phosphatases; Serine/threonine phosphatases, family 2C, catalytic domain	; PP2C-like	
V1007884	; SLC5sbd_NIS-like	; Sodium/solute symporter			; Sodium/solute symporter				; Sodium:solute symporter family			; Sodium:solute symporter family profile.				
V1007893	; MPP_YkuE_C	; Calcineurin-like phosphoesterase domain, lpxH type; Metallo-dependent phosphatase-like			; Calcineurin-like phosphoesterase domain, lpxH type; Metallo-dependent phosphatase-like				; Calcineurin-like phosphoesterase superfamily domain						; Metallo-dependent phosphatases	
V1008256	; UBA_EF-Ts	; Translation elongation factor EFTs/EF1B; Translation elongation factor EFTs/EF1B, dimerisation; Translation elongation factor Ts, conserved site; UBA-like	; Elongation Factor Tu; Chain B; Elongation Factor Tu; Chain B; Elongation Factor Tu; Chain B; Elongation Factor Tu; Chain B; DNA helicase RuvA subunit	; Elongation factor Ts [tsf].	; Translation elongation factor EFTs/EF1B; Translation elongation factor EFTs/EF1B, dimerisation; Translation elongation factor Ts, conserved site; UBA-like				; Elongation factor TS		; Elongation factor Ts signature 1.; Elongation factor Ts signature 2.				; UBA-like; Elongation factor Ts (EF-Ts), dimerisation domain; Elongation factor Ts (EF-Ts), dimerisation domain; Elongation factor Ts (EF-Ts), dimerisation domain	;  translation elongation factor Ts
V1008484	; GrpE	; GrpE nucleotide exchange factor; GrpE nucleotide exchange factor, coiled-coil; GrpE nucleotide exchange factor, head	; Head domain of nucleotide exchange factor GrpE	; Protein GrpE [grpE].	; GrpE nucleotide exchange factor; GrpE nucleotide exchange factor, coiled-coil; GrpE nucleotide exchange factor, head	; consensus disorder prediction		; GrpE protein signature	; GrpE		; grpE protein signature.				; Coiled-coil domain of nucleotide exchange factor GrpE; Head domain of nucleotide exchange factor GrpE	
V1008589		; Ribosomal protein S16; Ribosomal protein S16 domain		; 30S ribosomal protein S16 [rpsP].	; Ribosomal protein S16; Ribosomal protein S16 domain	; consensus disorder prediction			; Ribosomal protein S16						; Ribosomal protein S16	;  ribosomal protein bS16
V1008732		; Chaperone protein Skp; Skp domain	; OmpH-like (Pfam 03938); OmpH-like (Pfam 03938)		; Chaperone protein Skp; Skp domain				; Outer membrane protein (OmpH-like)					; Outer membrane protein (OmpH-like)	; OmpH-like	
V1009246		; Polypeptide-transport-associated, FtsQ-type			; Polypeptide-transport-associated, FtsQ-type	; consensus disorder prediction			; POTRA domain, FtsQ-type							
V1009367		; Acyl carrier protein (ACP); Phosphopantetheine attachment site; Phosphopantetheine binding ACP domain		; Acyl carrier protein [acpP].	; Acyl carrier protein (ACP); Phosphopantetheine attachment site; Phosphopantetheine binding ACP domain				; Phosphopantetheine attachment site	; CARRIER ACYL PHOSPHOPANTETHEINE ACP ACID FATTY BIOSYNTHESIS LIPID SYNTHESIS CHLOROPLAST	; Phosphopantetheine attachment site.	; Acyl carrier protein phosphopantetheine domain profile.			; ACP-like	;  acyl carrier protein
V1009382		; Cytochrome ubiquinol oxidase subunit 2			; Cytochrome ubiquinol oxidase subunit 2				; Cytochrome bd terminal oxidase subunit II							
V1009387	; HELICc	; P-loop containing nucleoside triphosphate hydrolase; Protein translocase subunit SecA; SEC-C motif; SecA DEAD-like, N-terminal; SecA Wing/Scaffold; SecA conserved site; SecA motor DEAD; SecA preprotein, cross-linking domain	; Helical scaffold and wing domains of SecA; Helical scaffold and wing domains of SecA; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; P-loop containing nucleotide triphosphate hydrolases; Pre-protein croslinking domain of SecA; Pre-protein croslinking domain of SecA	; Protein translocase subunit SecA [secA].	; P-loop containing nucleoside triphosphate hydrolase; Protein translocase subunit SecA; SEC-C motif; SecA DEAD-like, N-terminal; SecA Wing/Scaffold; SecA conserved site; SecA motor DEAD; SecA preprotein, cross-linking domain	; consensus disorder prediction		; SecA protein signature	; SEC-C motif; SecA DEAD-like domain; SecA Wing and Scaffold domain; SecA preprotein cross-linking domain		; SecA family signature.	; SecA family profile.		; SecA preprotein cross-linking domain; SecA DEAD-like domain	; Helical scaffold and wing domains of SecA; Helical scaffold and wing domains of SecA; Helical scaffold and wing domains of SecA; Pre-protein crosslinking domain of SecA; Pre-protein crosslinking domain of SecA; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases; P-loop containing nucleoside triphosphate hydrolases	
V1009596		; Protein of unknown function DUF3043			; Protein of unknown function DUF3043	; consensus disorder prediction			; Protein of unknown function (DUF3043)							
V1009601		; Glutamine-tRNA synthetase; Glutamyl/glutaminyl-tRNA synthetase; Glutamyl/glutaminyl-tRNA synthetase, class Ib, alpha-bundle domain; Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain; Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain; Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain; Ribosomal protein L25/Gln-tRNA synthetase, beta-barrel domain; Rossmann-like alpha/beta/alpha sandwich fold	; Ribosomal Protein L25; Chain P; Glutamyl-tRNA Synthetase; Domain 3; Ribosomal Protein L25; Chain P; Glutamyl-trna Synthetase; Domain 2; HUPs; HUPs		; Glutamine-tRNA synthetase; Glutamyl/glutaminyl-tRNA synthetase; Glutamyl/glutaminyl-tRNA synthetase, class Ib, alpha-bundle domain; Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain; Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain; Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain; Ribosomal protein L25/Gln-tRNA synthetase, beta-barrel domain; Rossmann-like alpha/beta/alpha sandwich fold			; Glutamyl-tRNA synthetase signature	; tRNA synthetases class I (E and Q), anti-codon binding domain; tRNA synthetases class I (E and Q), catalytic domain						; Nucleotidylyl transferase; Ribosomal protein L25-like	;  glutamine--tRNA ligase
V1009633		; CinA, C-terminal	; CinA-like; CinA-like		; CinA, C-terminal				; Competence-damaged protein						; CinA-like	
V1009742		; Adenosylhomocysteinase; NAD(P)-binding domain; S-adenosyl-L-homocysteine hydrolase, NAD binding domain	; NAD(P)-binding Rossmann-like Domain		; Adenosylhomocysteinase; NAD(P)-binding domain; S-adenosyl-L-homocysteine hydrolase, NAD binding domain		; (Full) adenosylhomocysteine hydrolase, SAHH type		; S-adenosyl-L-homocysteine hydrolase; S-adenosyl-L-homocysteine hydrolase, NAD binding domain					; S-adenosyl-L-homocysteine hydrolase; S-adenosyl-L-homocysteine hydrolase, NAD binding domain	; NAD(P)-binding Rossmann-fold domains; Formate/glycerate dehydrogenase catalytic domain-like; Formate/glycerate dehydrogenase catalytic domain-like	
V1009864	; Ribosomal_L16_L10e	; Ribosomal protein L10e/L16; Ribosomal protein L16; Ribosomal protein L16, conserved site		; 50S ribosomal protein L16 [rplP].	; Ribosomal protein L10e/L16; Ribosomal protein L16; Ribosomal protein L16, conserved site			; Ribosomal protein L16 signature	; Ribosomal protein L16p/L10e		; Ribosomal protein L16 signature 1.; Ribosomal protein L16 signature 2.				; Ribosomal protein L16p/L10e	;  ribosomal protein uL16
V1009868		; Nucleotide-binding alpha-beta plait domain; Ribosomal protein L23/L15e core domain; Ribosomal protein L23/L25, conserved site; Ribosomal protein L25/L23		; 50S ribosomal protein L23 [rplW].	; Nucleotide-binding alpha-beta plait domain; Ribosomal protein L23/L15e core domain; Ribosomal protein L23/L25, conserved site; Ribosomal protein L25/L23				; Ribosomal protein L23		; Ribosomal protein L23 signature.				; Ribosomal proteins S24e, L23 and L15e	
V1010162	; 3D_containing_proteins	; 3D domain; Peptidoglycan binding-like; RlpA-like protein, double-psi beta-barrel domain	; Muramoyl-pentapeptide Carboxypeptidase		; 3D domain; Peptidoglycan binding-like; RlpA-like protein, double-psi beta-barrel domain				; 3D domain; Putative peptidoglycan binding domain						; PGBD-like; Barwin-like endoglucanases	
V1010295		; P-loop containing nucleoside triphosphate hydrolase	; P-loop containing nucleotide triphosphate hydrolases		; P-loop containing nucleoside triphosphate hydrolase				; AAA domain						; P-loop containing nucleoside triphosphate hydrolases	
V1010362	; BipA_TypA_C; BipA_TypA_II; TypA_BipA	; Elongation factor G, III-V domain; GTP-binding protein TypA; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain; Translation elongation factor EFG, V domain; Translation elongation factor EFTu-like, domain 2; Translation protein, beta-barrel domain	; P-loop containing nucleotide triphosphate hydrolases; Elongation Factor G (Translational Gtpase); bipa protein; Translation factors		; Elongation factor G, III-V domain; GTP-binding protein TypA; P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Tr-type G domain, conserved site; Transcription factor, GTP-binding domain; Translation elongation factor EFG, V domain; Translation elongation factor EFTu-like, domain 2; Translation protein, beta-barrel domain			; GTP-binding elongation factor signature	; Elongation factor G C-terminus; Elongation factor Tu GTP binding domain; Elongation factor Tu domain 2		; Translational (tr)-type guanine nucleotide-binding (G) domain signature.	; Translational (tr)-type guanine nucleotide-binding (G) domain profile.		; Elongation factor G C-terminus	; EF-G C-terminal domain-like; Translation proteins; EF-G C-terminal domain-like; P-loop containing nucleoside triphosphate hydrolases	;  GTP-binding protein TypA/BipA;  small GTP-binding protein domain
V1010371	; CBS_pair	; CBS domain; DDH domain; DHHA2 domain	; inorganic pyrophosphatase (n-terminal core); inorganic pyrophosphatase (n-terminal core); CBS-domain		; CBS domain; DDH domain; DHHA2 domain				; DHH family; DHHA2 domain			; CBS domain profile.		; 	; DHH phosphoesterases; DHH phosphoesterases; CBS-domain pair	
V1010441		; NADH-quinone reductase NQR2/RnfD; Na(+)-translocating NADH-quinone reductase subunit B		; Na(+)-translocating NADH-quinone reductase subunit B [nqrB].	; NADH-quinone reductase NQR2/RnfD; Na(+)-translocating NADH-quinone reductase subunit B		; (Full) Na(+)-transporting NADH:ubiquinone oxidoreductase, NqrB subunit		; NQR2, RnfD, RnfE family							; ubiquinone oxidoreductase, Na(+)-translocating, B subunit
V1010633												; Gram-positive cocci surface proteins LPxTG motif profile.				;  LPXTG cell wall anchor domain
V1010954	; GIY-YIG_UvrC_Cho	; GIY-YIG domain; GIY-YIG nuclease superfamily; Helix-hairpin-helix DNA-binding motif, class 1; RuvA domain 2-like; UVR domain; UvrABC system, subunit C; UvrC family homology region	; GIY-YIG endonuclease; 5' to 3' exonuclease; C-terminal UvrC-binding domain of UvrB	; UvrABC system protein C [uvrC].	; GIY-YIG domain; GIY-YIG nuclease superfamily; Helix-hairpin-helix DNA-binding motif, class 1; RuvA domain 2-like; UVR domain; UvrABC system, subunit C; UvrC family homology region	; consensus disorder prediction			; GIY-YIG catalytic domain; Helix-hairpin-helix domain; UvrB/uvrC motif; UvrC Helix-hairpin-helix N-terminal			; GIY-YIG domain profile.; UVR domain profile.; UvrC family, homology region profile.		; Helix-hairpin-helix DNA-binding motif class 1; Helix-hairpin-helix DNA-binding motif class 1; GIY-YIG type nucleases (URI domain)	; C-terminal UvrC-binding domain of UvrB; GIY-YIG endonuclease; RuvA domain 2-like	
V1010955	; VL_LC_FACS_like	; AMP-binding, conserved site; AMP-dependent synthetase/ligase	; Luciferase; Domain 3		; AMP-binding, conserved site; AMP-dependent synthetase/ligase	; consensus disorder prediction			; AMP-binding enzyme		; Putative AMP-binding domain signature.				; Acetyl-CoA synthetase-like; Acetyl-CoA synthetase-like	
